m_name	n_HBD	n_aliphatic_heterocycles	n_HBA	m_logp	n_atoms_stereo_centers	n_O	n_hetero_atoms	n_primary_carbon_atoms	n_HOH	n_hetero_cycles	n_aliphatic_carbocycles	n_saturated_carbocycles	n_briged_head_atoms	fraction_CSP3	is_cns_molecule
RIFAXIMIN	5	2	13	6.157840000000008	9	14	14	43	5	4	0	0	4	0.4418604651162791	0
TRIMETHOPRIM	2	0	7	1.2575999999999998	0	7	7	14	4	1	0	0	0	0.2857142857142857	0
OXPRENOLOL	2	0	4	1.9891	1	4	4	15	2	0	0	0	0	0.4666666666666667	1
TEMOZOLOMIDE	1	0	7	-2.078099999999999	0	8	8	6	2	2	0	0	0	0.16666666666666666	0
PEMOLINE	1	1	3	0.5992000000000001	1	4	4	9	2	1	0	0	0	0.1111111111111111	1
CAFFEINE	0	0	6	-1.0293	0	6	6	8	0	2	0	0	0	0.375	1
DOXYLAMINE	0	0	3	2.923300000000001	1	3	3	17	0	1	0	0	0	0.35294117647058826	1
NICERGOLINE	0	1	6	3.9109000000000034	3	6	7	24	0	3	1	0	0	0.4166666666666667	1
PHYTONADIONE	0	0	2	9.157600000000002	2	2	2	31	0	0	1	0	0	0.6129032258064516	0
APOMORPHINE	2	1	3	2.8499000000000017	1	3	3	17	2	1	1	0	0	0.29411764705882354	1
CHLORPROTHIXINE	0	1	2	5.188000000000004	0	1	3	18	0	1	0	0	0	0.2222222222222222	1
ETHOSUXIMIDE	1	1	2	0.4492	1	3	3	7	1	1	0	0	0	0.7142857142857143	1
PIRENZEPINE	1	2	5	1.5593999999999992	0	7	7	19	1	3	0	0	0	0.3157894736842105	0
CHLORAL_HYDRATE	2	0	2	0.6673000000000002	0	2	5	2	2	0	0	0	0	1.0	1
TROVAFLOXACIN	2	1	6	1.8945	2	7	10	20	3	3	1	1	0	0.25	0
CYPROHEPTADINE	0	1	1	4.697900000000004	0	1	1	21	0	1	1	0	0	0.2380952380952381	1
CHLORPHENIRAMINE	0	0	2	3.8186000000000018	1	2	3	16	0	1	0	0	0	0.3125	1
PIVMECILLINAM	0	3	7	2.4116	3	8	9	21	0	3	0	0	0	0.8095238095238095	0
CALUSTERONE	1	0	2	4.515300000000005	7	2	2	21	1	0	4	3	0	0.8571428571428571	0
FLUCYTOSINE	2	0	3	-0.5088000000000001	0	4	5	4	3	1	0	0	0	0.0	0
PROCYCLIDINE	1	1	2	3.9404000000000043	1	2	2	19	1	1	1	1	0	0.6842105263157895	1
METOCLOPRAMIDE	2	0	4	2.0024	0	5	6	14	3	0	0	0	0	0.5	1
OXACILLIN_SODIUM	2	2	6	1.8953200000000001	3	8	9	19	2	3	0	0	0	0.3684210526315789	0
GLUCOSAMINE	5	1	6	-3.2549999999999994	5	6	6	6	6	1	0	0	0	1.0	0
LOFEXIDINE	1	1	3	2.7624000000000013	1	3	5	11	1	1	0	0	0	0.3636363636363637	1
OLSALAZINE_SODIUM	4	0	6	2.9096	0	8	8	14	4	0	0	0	0	0.0	0
FORMESTANE	1	0	3	3.973100000000003	5	3	3	19	1	0	4	3	0	0.7894736842105263	0
FLUSPIRILENE	1	2	3	5.305400000000005	0	4	6	29	1	2	0	0	0	0.3448275862068966	1
BENFLUOREX	1	0	3	4.083000000000003	1	3	6	19	1	0	0	0	0	0.3157894736842105	0
MAZINDOL	1	2	3	2.6092000000000017	1	3	4	16	1	2	0	0	0	0.1875	1
MOEXIPRIL_HYDROCHLORIDE	2	1	7	2.5843	3	9	9	27	2	1	0	0	0	0.4444444444444444	0
BROMPHENIRAMINE	0	0	2	3.9277000000000015	1	2	3	16	0	1	0	0	0	0.3125	1
RIFABUTIN	5	4	14	4.615720000000004	9	15	15	46	5	4	1	0	4	0.5869565217391305	0
FINASTERIDE	2	1	2	3.8145000000000016	7	4	4	23	2	1	3	3	0	0.8260869565217391	0
BACAMPICILLIN_HYDROCHLORIDE	2	2	9	1.2958000000000005	5	10	11	21	3	2	0	0	0	0.5238095238095238	0
DRONABINOL	1	1	2	5.735800000000006	2	2	2	21	1	1	1	0	0	0.6190476190476191	0
BENZOCAINE	1	0	3	1.4455	0	3	3	9	2	0	0	0	0	0.2222222222222222	0
PIPOTHIAZINE	1	2	6	4.024100000000004	0	6	8	24	1	2	0	0	0	0.5	1
AZATHIOPRINE	1	0	8	1.1457999999999997	0	9	10	9	1	3	0	0	0	0.1111111111111111	0
FENQUIZONE	3	1	4	1.8415	1	6	8	14	4	1	0	0	0	0.07142857142857142	0
HYDROFLUMETHIAZIDE	3	1	5	0.0141000000000005	0	7	12	8	4	1	0	0	0	0.25	0
BEPRIDIL	0	1	3	4.830200000000005	1	3	3	24	0	1	0	0	0	0.5	0
REPAGLINIDE	2	1	4	5.219900000000004	1	6	6	27	2	1	0	0	0	0.4814814814814815	0
CLOTHIAPINE	0	2	4	4.1303000000000045	0	3	5	18	0	2	0	0	0	0.2777777777777778	1
METRONIDAZOLE	1	0	5	0.09201999999999994	0	6	6	6	1	1	0	0	0	0.5	0
TRIAZOLAM	0	1	4	4.233520000000002	0	4	6	17	0	2	0	0	0	0.1176470588235294	1
HYDRALAZINE_HYDROCHLORIDE	2	0	4	0.9153999999999998	0	4	4	8	3	1	0	0	0	0.0	0
PHENTERMINE	1	0	1	1.9664	0	1	1	10	2	0	0	0	0	0.4	1
FLUPHENAZINE	1	2	5	4.308100000000005	0	4	8	22	1	2	0	0	0	0.4545454545454545	1
TORSEMIDE	3	0	5	2.5299200000000006	0	7	8	16	3	1	0	0	0	0.25	0
THIACETAZONE	3	0	3	0.8120999999999998	0	5	6	10	4	0	0	0	0	0.1	0
NORTRIPTYLINE	1	0	1	3.826400000000003	0	1	1	19	1	0	1	0	0	0.2631578947368421	1
FURAZOLIDONE	0	1	6	0.9739	0	8	8	8	0	2	0	0	0	0.25	0
ENTACAPONE	2	0	6	1.7813799999999995	0	8	8	14	2	0	0	0	0	0.2857142857142857	1
FLOXACILLIN	2	2	6	2.6878200000000003	3	8	11	19	2	3	0	0	0	0.3684210526315789	0
BEFUNOLOL	2	0	5	2.3731	1	5	5	16	2	1	0	0	0	0.4375	0
NIMESULIDE	1	0	5	2.7586000000000013	0	7	8	13	1	0	0	0	0	0.07692307692307693	0
PROBUCOL	2	0	4	9.908299999999997	0	2	4	31	2	0	0	0	0	0.6129032258064516	0
SERTINDOLE	1	2	3	4.627600000000005	0	5	7	24	1	3	0	0	0	0.375	1
LOVASTATIN	1	1	5	4.1955000000000044	8	5	5	24	1	1	2	0	0	0.75	0
METHDILAZINE	0	2	3	4.241000000000003	1	2	3	18	0	2	0	0	0	0.3333333333333333	1
PARAMETHADIONE	0	1	3	0.7637	1	4	4	7	0	1	0	0	0	0.7142857142857143	1
MECLIZINE/MECLOZINE	0	1	2	5.5556200000000056	1	2	3	25	0	1	0	0	0	0.28	1
TICRYNAFEN	1	0	4	3.7493000000000016	0	4	7	13	1	1	0	0	0	0.07692307692307693	0
CITALOPRAM/ESCITALOPRAM	0	1	3	3.812980000000003	1	3	4	20	0	1	0	0	0	0.35	1
PIPEMIDIC	2	1	7	-0.0807999999999991	0	8	8	14	2	3	0	0	0	0.42857142857142855	0
ACETOHYDROXAMIC_ACID	2	0	2	-0.4882999999999999	0	3	3	2	2	0	0	0	0	0.5	0
PIZOTIFEN	0	1	2	4.3742000000000045	0	1	2	19	0	2	1	0	0	0.3684210526315789	1
ESTAZOLAM	0	1	4	3.271700000000002	0	4	5	16	0	2	0	0	0	0.0625	1
ISOXSUPRINE	3	0	4	2.8712000000000013	3	4	4	18	3	0	0	0	0	0.3333333333333333	0
FLUMEQUINE	1	1	3	2.346	1	4	5	14	1	2	0	0	0	0.2857142857142857	0
HYDROXYUREA	3	0	2	-0.9561000000000002	0	4	4	1	4	0	0	0	0	0.0	0
BITHIONOL	2	0	3	5.862600000000001	0	2	7	12	2	0	0	0	0	0.0	0
FLUNARIZINE	0	1	2	5.3852000000000055	0	2	4	26	0	1	0	0	0	0.2307692307692308	1
DROXIDOPA	5	0	5	-0.4569000000000003	2	6	6	9	6	0	0	0	0	0.2222222222222222	1
CEFIXIME	4	2	10	-0.5447999999999993	2	12	14	16	5	3	0	0	0	0.25	0
PIRITREXIM	2	0	7	2.10562	0	7	7	17	4	2	0	0	0	0.2352941176470588	0
LEVODOPA	4	0	4	0.052199999999999684	1	5	5	9	5	0	0	0	0	0.2222222222222222	1
ADINAZOLAM	0	1	5	3.3333000000000017	0	5	6	19	0	2	0	0	0	0.21052631578947367	1
CYCLOBENZAPRINE	0	0	1	4.553800000000004	0	1	1	20	0	0	1	0	0	0.2	1
ACEMETACIN	1	0	6	3.4705200000000014	0	7	8	21	1	1	0	0	0	0.19047619047619047	0
TRIFLUOPERAZINE	0	2	4	4.945600000000004	0	3	7	21	0	2	0	0	0	0.42857142857142855	1
TIAPROFENIC	1	0	3	3.167200000000001	1	3	4	14	1	1	0	0	0	0.14285714285714285	0
CHLOROTHIAZIDE	2	1	5	-0.0608999999999999	0	7	10	7	3	1	0	0	0	0.0	0
CHLORPROMAZINE	0	1	3	4.8944000000000045	0	2	4	17	0	1	0	0	0	0.29411764705882354	1
INDINAVIR_SULFATE	4	1	7	2.866900000000002	5	9	9	36	4	2	1	0	0	0.4722222222222222	0
BETA-CAROTENE	0	0	0	12.605799999999974	0	0	0	40	0	0	2	0	0	0.45	0
ALMITRINE	2	1	7	4.257200000000003	0	7	9	26	2	2	0	0	0	0.2692307692307692	0
ZOTEPINE	0	1	3	4.880900000000003	0	2	4	18	0	1	0	0	0	0.2222222222222222	1
PENICILLIN_V	2	2	5	0.6970999999999998	3	7	8	16	2	2	0	0	0	0.4375	0
DIAZOXIDE	1	1	3	1.6818	0	4	6	8	1	1	0	0	0	0.125	0
FENBUFEN	1	0	2	3.4011000000000022	0	3	3	16	1	0	0	0	0	0.125	0
CLOZAPINE	1	2	4	3.7227000000000015	0	4	5	18	1	2	0	0	0	0.2777777777777778	1
TENOFOVIR	3	0	7	-0.051200000000000134	1	9	10	9	4	2	0	0	0	0.4444444444444444	0
LYSURIDE	2	1	2	2.841400000000001	2	5	5	20	2	2	1	0	0	0.45	1
PYRANTEL	0	1	3	2.4953000000000003	0	2	3	11	0	2	0	0	0	0.3636363636363637	0
BUTALBITAL	2	1	3	0.961	0	5	5	11	2	1	0	0	0	0.5454545454545454	1
PENTAZOCINE	1	1	2	3.882600000000003	3	2	2	19	1	1	1	0	2	0.5789473684210527	1
TESTOLACTONE	0	1	3	3.5899000000000028	5	3	3	19	0	1	3	2	0	0.6842105263157895	0
CLOFAZIMINE	1	1	4	7.489800000000005	0	4	6	27	1	1	1	0	0	0.1111111111111111	0
DOXOFYLLINE	0	1	8	-1.1933999999999994	0	8	8	11	0	3	0	0	0	0.5454545454545454	0
MEPENZOLATE_BROMIDE	1	1	3	2.7045000000000003	1	4	4	21	1	1	0	0	0	0.3809523809523809	0
MILNACIPRAN	1	0	2	1.7713999999999996	2	3	3	15	2	0	1	1	0	0.5333333333333333	1
THIOPROPERAZINE	0	2	6	3.177100000000001	0	6	8	22	0	2	0	0	0	0.4545454545454545	1
NICLOSAMIDE	2	0	4	3.8595000000000006	0	6	8	13	2	0	0	0	0	0.0	0
ETORICOXIB	0	0	4	4.175920000000003	0	4	6	18	0	2	0	0	0	0.1111111111111111	0
ETOZOLIN	0	2	5	1.4081	1	5	6	13	0	2	0	0	0	0.6923076923076923	0
KETOCONAZOLE	0	2	7	4.205800000000004	2	8	10	26	0	3	0	0	0	0.38461538461538464	0
MITOTANE	0	0	0	5.929000000000002	1	0	4	14	0	0	0	0	0	0.14285714285714285	0
VALPROIC_ACID	1	0	1	2.2874	0	2	2	8	1	0	0	0	0	0.875	1
RITANSERIN	0	1	5	5.483020000000005	0	4	7	27	0	3	0	0	0	0.25925925925925924	1
CARTEOLOL_HYDROCHLORIDE	3	1	4	1.6990999999999998	1	5	5	16	3	1	0	0	0	0.5625	0
METHYSERGIDE	2	1	4	1.9351000000000005	3	5	5	21	2	2	1	0	0	0.4761904761904762	1
LOSARTAN_POTASSIUM	2	0	6	4.266800000000004	0	7	8	22	2	2	0	0	0	0.2727272727272727	0
PROPIVERINE	0	1	4	3.994200000000003	0	4	4	23	0	1	0	0	0	0.43478260869565216	0
TREOSULFAN	2	0	8	-2.3393999999999986	2	8	10	6	2	0	0	0	0	1.0	0
OXYMORPHONE	2	2	5	0.7451999999999996	4	5	5	17	2	2	2	1	2	0.5882352941176471	1
FLUTOPRAZEPAM	0	1	2	4.073100000000003	0	3	5	19	0	1	1	1	0	0.2631578947368421	1
STANOZOLOL	2	0	2	4.118100000000003	7	3	3	21	2	1	4	3	0	0.8571428571428571	0
CILOSTAZOL	1	1	6	3.464700000000001	0	7	7	20	1	2	1	1	0	0.6	0
CEFPODOXIME	3	2	10	-0.5391999999999986	2	11	13	15	4	3	0	0	0	0.4	0
SPIRAMYCIN	4	4	16	2.325100000000007	19	16	16	43	4	4	0	0	0	0.8604651162790697	0
NELFINAVIR_MESYLATE	4	1	6	4.747620000000004	5	7	8	32	4	1	1	1	0	0.5625	0
PENICILLAMINE	3	0	3	0.10669999999999984	1	3	4	5	3	0	0	0	0	0.8	0
KETAZOLAM	0	2	3	3.280100000000002	1	5	6	20	0	2	0	0	0	0.2	1
PIRAZOLAC	1	0	3	3.9589000000000025	0	4	6	17	1	1	0	0	0	0.05882352941176471	0
ERGOLOID_MESYLATE	3	4	6	2.5206000000000013	7	10	10	32	3	5	1	0	0	0.65625	1
SOTALOL_HYDROCHLORIDE	3	0	4	1.0895	1	5	6	12	3	0	0	0	0	0.5	0
ETHINYL_ESTRADIOL	2	0	2	3.612600000000002	5	2	2	20	2	0	3	2	0	0.6	0
MESALAMINE	3	0	3	0.6726000000000001	0	4	4	7	4	0	0	0	0	0.0	0
SPIRONOLACTONE	0	1	5	4.852300000000005	7	4	5	24	0	1	4	3	0	0.7916666666666666	0
URSODIOL	3	0	3	4.477900000000004	10	4	4	24	3	0	4	4	0	0.9583333333333334	0
OXCARBAZEPINE	1	1	2	2.642199999999999	0	4	4	15	2	1	0	0	0	0.06666666666666668	1
ETHOTOIN	1	1	2	1.2994	1	4	4	11	1	1	0	0	0	0.2727272727272727	1
FENOFIBRATE	0	0	4	4.680000000000004	0	4	5	20	0	0	0	0	0	0.3	0
DEXTROTHYROXINE_SODIUM	3	0	4	4.5573000000000015	1	5	9	15	4	0	0	0	0	0.13333333333333333	0
NABUMETONE	0	0	2	3.370000000000002	0	2	2	15	0	0	0	0	0	0.26666666666666666	0
DRONABINOL	1	1	2	5.7358000000000064	2	2	2	21	1	1	1	0	0	0.6190476190476191	1
BISACODYL	0	0	5	4.112400000000003	0	5	5	22	0	1	0	0	0	0.13636363636363635	0
GUANFACINE_HYDROCHLORIDE	3	0	2	1.5455700000000003	0	4	6	9	4	0	0	0	0	0.1111111111111111	0
CYCLOFENIL	0	0	4	5.303200000000005	0	4	4	23	0	0	1	1	0	0.3043478260869565	0
NOVERIL	0	1	3	2.976300000000001	0	4	4	18	0	1	0	0	0	0.2777777777777778	1
GUANADREL_SULFATE	2	1	3	0.3355999999999998	1	5	5	10	4	1	1	1	0	0.9	0
PYRIMETHAMINE	2	0	4	2.5238000000000005	0	4	5	12	4	1	0	0	0	0.16666666666666666	0
PAROMOMYCIN_SULFATE	13	3	19	-8.861700000000015	19	19	19	23	18	3	1	1	0	1.0	0
BROMODIPHENHYDRAMINE	0	0	2	4.116700000000003	1	2	3	17	0	0	0	0	0	0.29411764705882354	1
NITROFURANTOIN	1	1	6	0.07349999999999995	0	9	9	8	1	2	0	0	0	0.125	0
AMOBARBITAL	2	1	3	1.1849999999999998	0	5	5	11	2	1	0	0	0	0.7272727272727273	1
ASPARTAME	3	0	5	-0.31109999999999954	2	7	7	14	4	0	0	0	0	0.35714285714285715	0
NALIDIXIC_ACID	1	0	4	1.4230200000000002	0	5	5	12	1	2	0	0	0	0.25	0
PHENFORMIN	5	0	2	0.2365400000000009	0	5	5	10	6	0	0	0	0	0.2	0
SAPROPTERIN	6	1	7	-1.7001999999999995	3	8	8	9	7	2	0	0	0	0.5555555555555556	0
PHENELZINE	2	0	2	0.6924000000000001	0	2	2	8	3	0	0	0	0	0.25	1
ISOPROTERENOL_HYDROCHLORIDE	4	0	4	1.1291999999999998	1	4	4	11	4	0	0	0	0	0.4545454545454545	0
FLOCTAFENINE	3	0	6	3.507200000000002	1	6	9	20	3	1	0	0	0	0.2	0
METHOTREXATE_SODIUM	5	0	10	0.2684000000000003	1	13	13	20	7	2	0	0	0	0.25	0
