m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3
METHAZOLAMIDE	14	22	236.003782116	228.214	236.278	78	0	0	0	1	0	1	1	0	0	0	6	1	9	1	1	1	2	5	2	7	0	0	0	0	-1.4237999999999986	48.70220000000001	0.4
METHIMAZOLE	7	13	114.02516919199999	108.125	114.173	38	0	0	0	0	0	1	1	0	0	0	2	1	3	1	1	0	0	4	1	2	0	0	0	0	1.08269	30.597699999999996	0.25
METHOTREXATE_SODIUM	33	55	454.1713158039999	432.27100000000024	454.44700000000023	172	0	0	0	1	1	2	3	0	0	0	10	5	13	2	3	9	10	20	7	13	0	1	1	0	0.2684000000000003	118.26160000000006	0.25
METHOXSALEN	16	24	216.042258736	208.12799999999996	216.19199999999998	80	0	0	0	0	1	2	3	0	0	0	4	0	4	2	3	1	1	12	0	4	0	0	0	0	2.5478000000000005	58.80800000000002	0.08333333333333333
METHYCLOTHIAZIDE	20	31	358.95680319199994	349.15600000000006	360.24400000000014	112	0	1	1	0	1	0	1	0	0	0	5	2	11	1	2	2	2	9	3	7	0	1	1	0	0.5983000000000003	75.90470000000002	0.3333333333333333
METHYLERGONOVINE	25	50	339.19467704	314.2390000000001	339.4390000000001	132	1	1	2	1	1	1	2	0	0	0	3	3	5	2	4	4	5	20	3	5	0	3	3	0	1.9247000000000003	99.19520000000006	0.45
METHYLTESTOSTERONE	22	52	302.2245802	272.21799999999996	302.4580000000001	122	4	0	4	0	0	0	0	3	0	3	2	1	2	0	4	0	0	20	1	2	0	6	6	0	4.269300000000004	87.33380000000005	0.85
METOLAZONE	24	40	365.060090052	349.71400000000006	365.8420000000001	126	0	1	1	1	2	0	2	0	0	0	4	2	8	1	3	2	2	16	3	6	0	1	1	0	2.7141199999999994	93.89840000000002	0.1875
METRONIDAZOLE	12	21	171.064391148	162.08399999999997	171.15599999999998	66	0	0	0	0	0	1	1	0	0	0	5	1	6	1	1	3	3	6	1	6	0	0	0	0	0.09201999999999994	40.704200000000014	0.5
METYRAPONE	17	31	226.110613068	212.16699999999997	226.279	86	0	0	0	0	0	2	2	0	0	0	3	0	3	2	2	3	3	14	0	3	0	0	0	0	2.637100000000001	65.83050000000004	0.21428571428571427
MIDODRINE_HYDROCHLORIDE	18	36	254.126657056	236.14199999999997	254.28599999999997	100	0	0	0	1	1	0	1	0	0	0	5	3	6	0	1	6	7	12	4	6	0	1	1	0	-0.1878999999999994	66.56990000000003	0.4166666666666667
MIGLITOL	14	31	207.110672644	190.08999999999997	207.226	84	0	1	1	0	0	0	0	0	1	1	6	5	6	1	1	3	3	8	5	6	0	4	4	0	-3.262099999999999	47.553000000000026	1.0
MILTEFOSINE	27	74	408.32372203409	361.2080000000001	408.5840000000001	164	0	0	0	0	0	0	0	0	0	0	3	1	6	0	0	20	20	21	1	5	0	1	1	0	6.307500000000008	114.94070000000009	1.0
MINOXIDIL	15	30	209.12766009999999	194.13299999999998	209.25299999999993	82	0	1	1	0	0	1	1	0	1	1	6	3	6	2	2	1	1	9	4	6	0	0	0	0	0.17236999999999925	55.74260000000001	0.5555555555555556
MITOLACTOL	12	24	305.910233064	295.87	307.966	74	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	5	5	6	4	4	0	4	4	0	-0.7802000000000002	51.61520000000003	1.0
MITOTANE	18	28	317.95366104	309.966	320.04600000000005	94	0	0	0	0	2	0	2	0	0	0	0	0	4	0	2	3	3	14	0	0	0	1	1	0	5.929000000000003	80.24100000000003	0.14285714285714285
MIZORIBINE	18	31	259.080435136	246.11399999999998	259.218	100	0	1	1	1	0	1	1	0	1	1	8	5	9	2	2	3	3	9	6	9	0	4	4	0	-2.7009	55.41910000000003	0.5555555555555556
MOEXIPRIL_HYDROCHLORIDE	36	70	498.2366014279999	464.3040000000003	498.5760000000004	194	0	1	1	1	2	0	2	0	0	0	7	2	9	1	3	11	13	27	2	9	0	3	3	0	2.5843	133.00550000000004	0.4444444444444444
MORICIZINE_HYDROCHLORIDE	30	55	427.15657728	402.32600000000025	427.52600000000035	158	0	2	2	2	2	0	2	0	1	1	6	1	8	2	4	5	8	22	1	7	0	0	0	0	4.106600000000003	116.67370000000004	0.36363636363636365
MORNIFLUMATE	28	48	395.14567616	375.2210000000002	395.3810000000003	150	0	1	1	0	1	1	2	0	1	1	6	1	9	2	3	6	8	19	1	6	0	0	0	0	3.333000000000001	96.50520000000003	0.3684210526315789
MOXIFLOXACIN_HYDROCHLORIDE	29	53	401.17508446799997	377.24600000000015	401.4380000000002	154	1	2	3	0	1	1	2	1	2	3	6	2	8	3	5	4	4	21	2	7	0	2	2	0	2.3705	106.67600000000007	0.5238095238095238
MYCOPHENOLATE	23	43	320.12598835999995	300.18100000000004	320.34100000000007	124	0	1	1	0	1	0	1	0	0	0	5	2	6	1	2	6	6	17	2	6	0	0	0	0	2.73322	82.84610000000004	0.4117647058823529
MYCOPHENOLATE_MOFETIL	31	62	433.210052332	402.2530000000002	433.5010000000004	170	0	2	2	0	1	0	1	0	1	1	8	1	8	2	3	9	10	23	1	8	0	0	0	0	2.524020000000001	113.42830000000005	0.5652173913043478
NABUMETONE	17	33	228.115029752	212.16299999999995	228.29099999999997	88	0	0	0	0	2	0	2	0	0	0	2	0	2	0	2	4	4	15	0	2	0	0	0	0	3.370000000000002	69.50200000000004	0.26666666666666666
NAFCILLIN_SODIUM	29	51	414.12494280399994	392.3070000000002	414.4830000000002	152	0	2	2	2	2	0	2	0	2	2	5	2	8	2	4	5	6	21	2	7	0	3	3	0	2.9401	110.96450000000006	0.38095238095238093
NALIDIXIC_ACID	17	29	232.084792244	220.14299999999994	232.23899999999998	88	0	0	0	0	0	2	2	0	0	0	4	1	5	2	2	2	2	12	1	5	0	0	0	0	1.4230200000000002	63.37330000000001	0.25
NATEGLINIDE	23	50	317.19909372399997	290.213	317.4290000000001	126	1	0	1	1	1	0	1	1	0	1	2	2	4	0	2	6	7	19	2	4	0	1	1	0	3.2609000000000012	89.99850000000006	0.5789473684210527
NELFINAVIR_MESYLATE	40	85	567.31307792	522.4360000000004	567.7960000000003	218	1	1	2	2	2	0	2	1	1	2	6	4	8	1	4	9	12	32	4	7	0	5	5	0	4.747620000000004	160.5924999999997	0.5625
NEOSTIGMINE	16	35	223.14410426809	204.14399999999995	223.29599999999996	88	0	0	0	1	1	0	1	0	0	0	2	0	4	0	1	2	4	12	0	4	0	0	0	0	1.9437	65.71900000000004	0.4166666666666667
NEVIRAPINE	20	34	266.116761068	252.19199999999998	266.30400000000003	100	1	1	2	1	0	2	2	1	0	1	4	1	5	3	4	1	1	15	1	5	0	0	0	0	2.6512200000000004	76.32520000000002	0.26666666666666666
NIACIN	9	14	123.0320284	118.07099999999998	123.11099999999998	46	0	0	0	0	0	1	1	0	0	0	2	1	3	1	1	1	1	6	1	3	0	0	0	0	0.7797999999999999	31.196299999999994	0.0
NICARDIPINE_HYDROCHLORIDE	35	64	479.205635648	450.30100000000033	479.53300000000036	184	0	1	1	0	2	0	2	0	0	0	8	1	9	1	3	9	11	26	1	9	0	1	1	0	3.677800000000003	130.12409999999997	0.3076923076923077
NICLOSAMIDE	21	29	325.986112096	319.059	327.1230000000001	108	0	0	0	1	2	0	2	0	0	0	4	2	8	0	2	3	4	13	2	6	0	0	0	0	3.8595000000000006	79.17640000000002	0.0
NICORANDIL	15	24	211.059305768	202.105	211.17700000000002	80	0	0	0	1	0	1	1	0	0	0	5	1	7	1	1	5	6	8	1	7	0	0	0	0	0.01969999999999944	49.51660000000002	0.25
NIFLUMIC	20	29	282.061612188	273.14899999999994	282.221	104	0	0	0	0	1	1	2	0	0	0	3	2	7	1	2	3	4	13	2	4	0	0	0	0	3.542200000000001	65.923	0.07692307692307693
NIFURTIMOX	19	32	287.057591516	274.193	287.297	104	0	1	1	0	0	1	1	0	1	1	7	0	9	2	2	3	3	10	0	8	0	1	1	0	0.6406000000000001	67.77820000000001	0.5
NILUTAMIDE	22	32	317.06234046	307.14300000000003	317.223	118	0	1	1	3	1	0	1	0	1	1	4	1	10	1	2	2	3	12	1	7	0	0	0	0	2.4484000000000004	68.1951	0.3333333333333333
NIMESULIDE	21	33	308.04669248399995	296.219	308.31500000000005	110	0	0	0	0	2	0	2	0	0	0	5	1	8	0	2	5	5	13	1	7	0	0	0	0	2.7586000000000013	78.07890000000003	0.07692307692307693
NITAZOXANIDE	21	30	307.026291388	298.21500000000003	307.28700000000003	108	0	0	0	1	1	1	2	0	0	0	7	1	9	1	2	4	6	12	1	8	0	0	0	0	2.2289000000000003	74.47260000000001	0.08333333333333333
NITISINONE	23	33	329.05110708	319.1499999999999	329.2299999999999	122	1	0	1	0	1	0	1	1	0	1	5	0	9	0	2	3	4	14	0	6	0	0	0	0	2.7346000000000013	69.7839	0.35714285714285715
NITRENDIPINE	26	46	360.13213635999995	340.20600000000013	360.36600000000016	138	0	1	1	0	1	0	1	0	0	0	7	1	8	1	2	5	7	18	1	8	0	1	1	0	2.5657000000000005	93.02210000000002	0.3333333333333333
NITROFURANTOIN	17	23	238.033819292	232.111	238.159	88	0	1	1	3	0	1	1	0	1	1	6	1	9	2	2	3	3	8	1	9	0	0	0	0	0.07349999999999995	53.20110000000002	0.125
NITROGLYCERIN	15	20	227.00257874	222.04499999999996	227.08499999999998	86	0	0	0	0	0	0	0	0	0	0	9	0	12	0	0	8	8	3	0	12	0	0	0	0	-1.0200999999999996	37.76020000000002	1.0
NIZATIDINE	21	42	331.1136669120001	310.29900000000004	331.4670000000001	118	0	0	0	0	0	1	1	0	0	0	8	2	9	1	1	10	10	12	2	7	0	0	0	0	1.3224999999999998	87.80680000000004	0.5833333333333334
NORETHINDRONE	22	48	298.193280072	272.21799999999996	298.426	118	4	0	4	0	0	0	0	3	0	3	2	1	2	0	4	0	0	20	1	2	0	6	6	0	3.4925000000000024	85.87580000000004	0.75
NORFLOXACIN	23	41	319.13321965600005	301.192	319.3360000000001	122	0	1	1	0	1	1	2	0	1	1	5	2	7	2	3	3	3	16	2	6	0	0	0	0	1.2683000000000002	85.88200000000003	0.375
NORGESTREL	23	51	312.208930136	284.229	312.45300000000003	124	4	0	4	0	0	0	0	3	0	3	2	1	2	0	4	1	1	21	1	2	0	6	6	0	3.8826000000000027	90.49280000000005	0.7619047619047619
NOVOBIOCIN_SODIUM	44	80	612.231909972	576.3440000000003	612.6320000000003	236	0	1	1	2	2	1	3	0	1	1	11	5	13	2	4	8	10	31	6	13	0	4	4	0	3.6271200000000023	158.92099999999974	0.3870967741935484
NYLIDRIN	22	47	299.18852904000005	274.21399999999994	299.41400000000004	118	0	0	0	0	2	0	2	0	0	0	3	3	3	0	2	7	7	19	3	3	0	3	3	0	3.4250000000000016	89.88930000000005	0.3684210526315789
NYSTATIN	65	140	925.50349994	850.5069999999997	926.1070000000003	370	0	2	2	0	0	0	0	0	1	1	17	12	18	2	2	3	3	47	13	18	0	18	18	0	0.7783000000000075	238.2761999999994	0.6808510638297872
OLMESARTAN	41	71	558.2226826800002	528.3550000000004	558.5950000000001	212	0	0	0	0	2	3	5	0	0	0	11	2	12	3	5	10	11	29	2	12	0	0	0	0	4.170020000000004	146.7189999999998	0.3103448275862069
OLMESARTAN_MEDOXOMIL	33	59	446.20663869200007	420.30300000000017	446.51100000000014	170	0	0	0	0	2	2	4	0	0	0	7	3	9	2	4	8	8	24	3	9	0	0	0	0	3.6566000000000023	122.57780000000002	0.2916666666666667
OLSALAZINE_SODIUM	22	32	302.05388603999995	292.16200000000003	302.242	112	0	0	0	0	2	0	2	0	0	0	6	4	8	0	2	4	4	14	4	8	0	0	0	0	2.9096	74.30820000000001	0.0
OMEPRAZOLE	24	43	345.114712468	326.2720000000001	345.42400000000015	126	0	0	0	0	1	2	3	0	0	0	5	1	7	2	3	5	5	17	1	6	0	1	1	0	2.8997400000000013	93.02110000000003	0.29411764705882354
ORLISTAT	35	88	495.39237379599996	442.32100000000025	495.7450000000004	204	0	1	1	1	0	0	0	0	1	1	5	1	6	1	1	23	24	29	1	6	0	4	4	0	6.881900000000007	140.91269999999997	0.896551724137931
OSELTAMIVIR_PHOSPHATE	22	50	312.204907376	284.186	312.41	126	1	0	1	1	0	0	0	0	0	0	5	2	6	0	1	7	9	16	3	6	0	3	3	0	1.2853999999999997	84.15610000000005	0.75
OTILONIUM	35	78	483.32173427609	440.3290000000003	483.6730000000004	192	0	0	0	1	2	0	2	0	0	0	4	1	6	0	2	16	18	29	1	6	0	0	0	0	6.321400000000007	142.12409999999988	0.5172413793103449
OXACILLIN_SODIUM	28	47	401.104541708	382.2920000000002	401.4440000000002	146	0	2	2	2	1	1	2	0	2	2	6	2	9	3	4	4	5	19	2	8	0	3	3	0	1.8953199999999997	101.65800000000006	0.3684210526315789
OXAMNIQUINE	20	41	279.158291532	258.17199999999997	279.34000000000003	110	0	1	1	0	1	0	1	0	0	0	5	3	6	1	2	5	5	14	3	6	0	1	1	0	1.8117999999999996	77.88960000000002	0.5714285714285714
OXANDROLONE	22	52	306.21949481999997	276.20599999999996	306.4460000000001	124	3	1	4	0	0	0	0	3	1	4	3	1	3	1	4	0	0	19	1	3	0	7	7	0	3.5431000000000026	84.07580000000006	0.9473684210526315
OXAPROZIN	22	37	293.10519334	278.202	293.32200000000006	110	0	0	0	0	2	1	3	0	0	0	3	1	4	1	3	5	5	18	1	4	0	0	0	0	4.025800000000003	83.33180000000003	0.1111111111111111
OXILOFRINE	13	28	181.11027872	166.11499999999995	181.23499999999999	72	0	0	0	0	1	0	1	0	0	0	3	3	3	0	1	3	3	10	3	3	0	2	2	0	1.0334999999999996	51.58830000000003	0.4
OXOLINIC	19	30	261.06372245200004	250.14499999999992	261.23299999999995	98	0	1	1	0	1	1	2	0	0	0	5	1	6	2	3	2	2	13	1	6	0	0	0	0	1.4483	66.96430000000001	0.23076923076923078
OXYBUTYNIN	26	57	357.230393852	326.24600000000004	357.4940000000001	142	1	0	1	0	1	0	1	1	0	1	4	1	4	0	2	7	8	22	1	4	0	1	1	0	3.342900000000002	103.43680000000006	0.5909090909090909
OXYPHENBUTAZONE	24	44	324.1473925	304.2200000000001	324.38000000000005	124	0	1	1	2	2	0	2	0	1	1	3	1	5	1	3	5	5	19	1	5	0	1	1	0	3.493400000000002	92.53580000000002	0.2631578947368421
OXYPHENCYCLIMINE_HYDROCHLORIDE	25	53	344.209992756	316.23100000000005	344.45500000000004	136	1	1	2	0	1	0	1	1	0	1	5	1	5	1	3	5	6	20	1	5	0	1	1	0	2.731700000000001	97.42180000000005	0.6
OXYPHENONIUM_BROMIDE	25	59	348.25332036809	314.235	348.50700000000006	140	1	0	1	0	1	0	1	1	0	1	3	1	4	0	2	8	9	21	1	4	0	1	1	0	3.4841000000000015	100.00620000000008	0.6666666666666666
OXYTETRACYCLINE	33	57	460.1481803479999	436.24700000000024	460.4390000000002	176	3	0	3	1	1	0	1	0	0	0	10	7	11	0	4	2	2	22	8	11	0	6	6	0	-1.243599999999998	110.9307	0.4090909090909091
PAMIDRONATE	13	24	235.001074952	223.98099999999997	235.069	80	0	0	0	0	0	0	0	0	0	0	4	6	10	0	0	4	4	3	7	8	0	0	0	0	-1.6633000000000002	42.70940000000002	1.0
PANTOPRAZOLE	26	41	383.0751334	368.2560000000001	383.3760000000001	138	0	0	0	0	1	2	3	0	0	0	6	1	10	2	3	7	7	16	1	7	0	1	1	0	2.8843000000000005	90.17910000000002	0.25
PANTOTHENIC	15	32	219.110672644	202.10099999999994	219.23699999999997	88	0	0	0	1	0	0	0	0	0	0	4	4	6	0	0	6	7	9	4	6	0	1	1	0	-1.0432999999999995	52.13610000000003	0.7777777777777778
PARAMETHASONE_ACETATE	28	57	392.19990224799994	363.2350000000001	392.4670000000002	154	4	0	4	0	0	0	0	3	0	3	5	3	6	0	4	2	2	22	3	5	0	9	9	0	1.7515999999999998	99.87440000000005	0.7272727272727273
PAROMOMYCIN_SULFATE	42	87	615.29630112	570.2740000000003	615.6340000000004	246	1	3	4	0	0	0	0	1	3	4	19	13	19	3	4	9	9	23	18	19	0	19	19	0	-8.861700000000015	136.3874	1.0
PENICILLAMINE	9	20	149.051049592	138.12699999999998	149.215	54	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	2	2	5	3	3	0	1	1	0	0.10669999999999985	38.67619999999999	0.8
PENICILLIN_V	24	42	350.09364267599994	332.25200000000007	350.3960000000001	128	0	2	2	2	1	0	1	0	2	2	5	2	8	2	3	5	6	16	2	7	0	3	3	0	0.6970999999999998	87.59550000000004	0.4375
PENTAERYTHRITOL	21	29	316.01387169599997	308.071	316.135	120	0	0	0	0	0	0	0	0	0	0	12	0	16	0	0	12	12	5	0	16	0	0	0	0	-1.1939999999999997	54.218600000000016	1.0
PENTOXIFYLLINE	20	38	278.13789043599996	260.16799999999995	278.312	108	0	0	0	0	0	2	2	0	0	0	7	0	7	2	2	5	5	13	0	7	0	0	0	0	0.19299999999999962	74.74700000000003	0.5384615384615384
PERFLUBRON	26	26	497.89119184000003	498.95799999999997	498.95799999999997	158	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	6	7	8	0	0	0	0	0	0	6.348200000000002	49.611	1.0
PERINDOPRIL_ERBUMINE	26	58	368.2311221239999	336.2180000000001	368.4740000000001	148	1	1	2	1	0	0	0	1	1	2	5	2	7	1	2	8	10	19	2	7	0	5	5	0	1.9405999999999999	96.55950000000006	0.8421052631578947
PERINDOPRILAT	24	52	340.1998219959999	312.196	340.42	136	1	1	2	1	0	0	0	1	1	2	4	3	7	1	2	7	8	17	3	7	0	5	5	0	1.4621	87.56230000000005	0.8235294117647058
PHENAZOPYRIDINE	16	27	213.10144535199998	202.15599999999998	213.24400000000003	80	0	0	0	0	1	1	2	0	0	0	5	2	5	1	2	2	2	11	4	5	0	0	0	0	2.6613999999999995	63.679800000000014	0.0
PHENFORMIN	15	30	205.13274547999998	190.14499999999998	205.26500000000001	80	0	0	0	0	1	0	1	0	0	0	2	5	5	0	1	3	6	10	6	5	0	0	0	0	0.23654000000000086	60.92520000000002	0.2
PHENINDIONE	17	27	222.06807956	212.16299999999995	222.243	82	1	0	1	0	2	0	2	0	0	0	2	0	2	0	3	1	1	15	0	2	0	0	0	0	2.849400000000001	64.28600000000003	0.06666666666666667
PHENOLPHTHALEIN	24	38	318.08920892799995	304.216	318.32800000000003	118	0	1	1	0	3	0	3	0	0	0	4	2	4	1	4	2	2	20	2	4	0	0	0	0	3.560100000000002	87.95310000000002	0.05
PHENOXYBENZAMINE_HYDROCHLORIDE	21	43	303.138992004	281.65700000000004	303.83299999999997	112	0	0	0	0	2	0	2	0	0	0	2	0	3	0	2	8	8	18	0	2	0	1	1	0	4.194900000000003	88.97100000000006	0.3333333333333333
PHENPROCOUMON	21	37	280.109944372	264.19499999999994	280.323	106	0	0	0	0	2	1	3	0	0	0	3	1	3	1	3	3	3	18	1	3	0	1	1	0	4.040500000000002	82.72480000000003	0.16666666666666666
PHENYL_AMINOSALICYLATE	17	28	229.073893212	218.14699999999993	229.23500000000004	86	0	0	0	0	2	0	2	0	0	0	4	2	4	0	2	2	3	13	3	4	0	0	0	0	2.1936	63.91970000000002	0.0
PHENYLBUTAZONE	23	43	308.15247788	288.221	308.38100000000003	118	0	1	1	2	2	0	2	0	1	1	2	0	4	1	3	5	5	19	0	4	0	0	0	0	3.7878000000000025	90.87100000000004	0.2631578947368421
PHYTONADIONE	33	79	450.3497807119999	404.3390000000002	450.7070000000002	182	1	0	1	0	1	0	1	0	0	0	2	0	2	0	2	14	14	31	0	2	0	2	2	0	9.157600000000002	140.8959999999999	0.6129032258064516
PINACIDIL	18	37	245.16404560799998	226.17799999999997	245.33	96	0	0	0	0	0	1	1	0	0	0	3	2	5	1	1	2	5	13	2	5	0	1	1	0	2.3547800000000008	72.96040000000004	0.46153846153846156
PINAVERIUM	32	73	510.22134731208996	470.1930000000004	511.52100000000047	180	3	1	4	0	1	0	1	3	1	4	4	0	6	1	5	10	10	26	0	5	2	3	3	0	5.292300000000005	130.16840000000005	0.7692307692307693
PIOGLITAZONE	25	45	356.1194635	336.2870000000001	356.44700000000006	130	0	1	1	2	1	1	2	0	1	1	5	1	6	2	3	7	7	19	1	5	0	1	1	0	3.159600000000001	97.87770000000003	0.3157894736842105
PIPEMIDIC	22	39	303.133139404	286.186	303.32200000000006	116	0	1	1	0	0	2	2	0	1	1	7	2	8	3	3	3	3	14	2	8	0	0	0	0	-0.0807999999999991	81.51400000000002	0.42857142857142855
PIPERAZINE_CITRATE	6	16	86.08439831999999	76.05799999999999	86.138	36	0	1	1	0	0	0	0	0	1	1	2	2	2	1	1	0	0	4	2	2	0	0	0	0	-0.8208	25.739399999999993	1.0
PIPOBROMAN	16	32	353.95785195200006	339.92999999999995	356.058	92	0	1	1	2	0	0	0	0	1	1	2	0	6	1	1	4	6	10	0	4	0	0	0	0	1.2272	69.98200000000003	0.8
PIRAZOLAC	23	35	330.057133524	318.65000000000003	330.74600000000004	116	0	0	0	0	2	1	3	0	0	0	3	1	6	1	3	4	4	17	1	4	0	0	0	0	3.9589000000000025	85.30780000000004	0.058823529411764705
PIRENZEPINE	26	47	351.16952491200004	330.2420000000001	351.41000000000014	134	0	2	2	2	1	1	2	0	1	1	5	1	7	3	4	2	3	19	1	7	0	0	0	0	1.5593999999999992	99.71520000000005	0.3157894736842105
PIRITREXIM	24	43	325.15387484800004	306.2200000000001	325.37200000000007	124	0	0	0	0	1	2	3	0	0	0	7	2	7	2	3	4	4	17	4	7	0	0	0	0	2.10562	93.24680000000001	0.23529411764705882
PIRMENOL	25	55	338.23581358	308.25500000000005	338.49500000000006	134	0	1	1	0	1	1	2	0	1	1	3	1	3	2	3	6	6	22	1	3	0	3	3	0	4.360600000000004	102.39280000000005	0.5
PIROXICAM	23	36	331.062676896	318.2490000000001	331.353	118	0	1	1	1	1	1	2	0	0	0	5	2	8	2	3	2	3	15	2	7	0	0	0	0	1.5810000000000002	83.80630000000004	0.06666666666666667
PIVMECILLINAM	30	63	439.21409215600005	406.3140000000002	439.5780000000003	168	0	3	3	1	0	0	0	0	3	3	7	0	9	3	3	5	8	21	0	8	0	3	3	0	2.4116	114.91900000000008	0.8095238095238095
POLYTHIAZIDE	25	38	438.970881236	426.7860000000002	439.8900000000002	142	0	1	1	0	1	0	1	0	0	0	6	2	14	1	2	4	5	11	3	7	0	1	1	0	1.655	88.56470000000003	0.45454545454545453
PRALIDOXIME_CHLORIDE	10	19	137.07093932809	128.08999999999997	137.162	52	0	0	0	0	0	1	1	0	0	0	2	1	3	1	1	1	1	7	1	3	0	0	0	0	0.3191999999999999	36.99849999999999	0.14285714285714285
PRAVASTATIN_SODIUM	30	66	424.24610349199986	388.24600000000015	424.5340000000002	170	2	0	2	0	0	0	0	0	0	0	6	4	7	0	2	10	11	23	4	7	0	8	8	0	2.4404000000000003	111.44320000000006	0.7391304347826086
PRAZOSIN	28	49	383.159354152	362.2400000000002	383.40800000000013	146	0	1	1	1	1	2	3	0	1	1	8	1	9	3	4	4	5	19	2	9	0	0	0	0	1.7845999999999997	103.87890000000003	0.3157894736842105
PREDNISOLONE	26	54	360.1936739959999	332.22600000000006	360.4500000000002	142	4	0	4	0	0	0	0	3	0	3	5	3	5	0	4	2	2	21	3	5	0	7	7	0	1.5575999999999999	95.04840000000003	0.7142857142857143
PRIFINIUM	23	51	306.22162631609	278.24899999999997	306.47300000000007	120	0	1	1	0	2	0	2	0	1	1	0	0	1	1	3	4	4	22	0	1	0	1	1	0	5.137300000000005	99.19440000000007	0.36363636363636365
PRIMAQUINE_PHOSPHATE	19	40	259.168462292	238.18499999999997	259.35299999999995	102	0	0	0	0	1	1	2	0	0	0	4	2	4	1	2	6	6	15	3	4	0	1	1	0	2.782700000000001	79.66810000000002	0.4
PROBENECID	19	38	285.10347908800003	266.21299999999997	285.365	106	0	0	0	0	1	0	1	0	0	0	3	1	6	0	1	7	7	13	1	5	0	0	0	0	2.1955	72.74210000000005	0.46153846153846156
PROBUCOL	35	83	516.309572776	468.47300000000035	516.8570000000003	196	0	0	0	0	2	0	2	0	0	0	4	2	4	0	2	4	8	31	2	2	0	0	0	0	9.908299999999995	156.80659999999975	0.6129032258064516
PROCAINAMIDE_HYDROCHLORIDE	17	38	235.168462292	214.16299999999995	235.33100000000002	94	0	0	0	1	1	0	1	0	0	0	3	2	4	0	1	6	7	13	3	4	0	0	0	0	1.3403999999999996	70.97560000000004	0.46153846153846156
PROCARBAZINE_HYDROCHLORIDE	16	35	221.152812228	202.15199999999996	221.304	88	0	0	0	1	1	0	1	0	0	0	3	3	4	0	1	5	6	12	3	4	0	0	0	0	1.0487999999999995	64.94360000000003	0.4166666666666667
PROGLUMETACIN	60	118	843.3973914960001	785.9859999999998	844.45	322	0	1	1	2	3	1	4	0	1	1	11	1	14	2	5	21	26	46	1	13	0	1	1	0	6.164220000000006	231.61869999999925	0.45652173913043476
PROGLUMIDE	24	50	334.189257312	308.2080000000001	334.41600000000005	132	0	0	0	2	1	0	1	0	0	0	3	2	6	0	1	10	12	18	2	6	0	1	1	0	2.2984	91.72800000000005	0.5
PROPICILLIN	26	48	378.12494280399994	356.2740000000001	378.45000000000016	140	0	2	2	2	1	0	1	0	2	2	5	2	8	2	3	6	7	18	2	7	0	4	4	0	1.4756999999999998	96.80750000000008	0.5
PROPIVERINE	27	56	367.214743788	338.2570000000001	367.489	144	0	1	1	0	2	0	2	0	1	1	4	0	4	1	3	7	8	23	0	4	0	0	0	0	3.994200000000003	106.51800000000006	0.43478260869565216
PROPYLTHIOURACIL	11	21	170.05138394	160.15699999999998	170.237	60	0	0	0	0	0	1	1	0	0	0	2	2	4	1	1	2	2	7	2	3	0	0	0	0	1.38499	46.2424	0.42857142857142855
PROPYPHENAZONE	17	35	230.141913196	212.16699999999997	230.311	90	0	0	0	0	1	1	2	0	0	0	3	0	3	1	2	2	2	14	0	3	0	0	0	0	2.607820000000001	69.83600000000003	0.35714285714285715
PROQUAZONE	21	39	278.14191319599996	260.21099999999996	278.355	106	0	0	0	0	2	1	3	0	0	0	3	0	3	1	3	2	2	18	0	3	0	0	0	0	3.9528200000000027	86.56100000000005	0.2222222222222222
PROTOKYLOL_HYDROCHLORIDE	24	45	331.141972772	310.20000000000005	331.36800000000005	128	0	1	1	0	2	0	2	0	0	0	6	4	6	1	3	6	6	18	4	6	0	2	2	0	2.0807	88.46510000000002	0.3333333333333333
PYRANTEL	14	28	206.087769448	192.20199999999997	206.31400000000002	74	0	1	1	0	0	1	1	0	0	0	3	0	3	2	2	2	2	11	0	2	0	0	0	0	2.4953000000000003	62.90200000000004	0.36363636363636365
PYRIDOSTIGMINE_BROMIDE	13	26	181.09715407609	168.11099999999996	181.21499999999997	70	0	0	0	1	0	1	1	0	0	0	2	0	4	1	1	1	3	9	0	4	0	0	0	0	0.5714999999999999	47.32900000000003	0.3333333333333333
PYRIMETHAMINE	17	30	248.08287409599998	235.613	248.71700000000004	88	0	0	0	0	1	1	2	0	0	0	4	2	5	1	2	2	2	12	4	4	0	0	0	0	2.5238000000000005	70.68080000000002	0.16666666666666666
