m_name	n_atoms_without_Hydrogen	n_HBA	n_HBD	n_HOH	n_O	m_logp	m_mr	n_hetero_atoms	n_Hydrogen_acceptors	n_Hydrogen_donnors	is_cns_molecule
DRONABINOL	23	2	1	1	2	5.7358000000000064	95.26480000000004	2	2	1	1
BISACODYL	27	5	0	0	5	4.112400000000003	100.68400000000004	5	5	0	0
GUANFACINE_HYDROCHLORIDE	15	2	3	4	4	1.5455700000000003	60.22280000000001	6	2	3	0
CYCLOFENIL	27	4	0	0	4	5.303200000000005	104.60900000000004	4	4	0	0
NOVERIL	22	3	0	0	4	2.976300000000001	91.17750000000004	4	3	0	1
GUANADREL_SULFATE	15	3	2	4	5	0.3355999999999998	57.31780000000003	5	3	2	0
PYRIMETHAMINE	17	4	2	4	4	2.5238000000000005	70.68080000000002	5	4	2	0
PAROMOMYCIN_SULFATE	42	19	13	18	19	-8.861700000000015	136.3874	19	19	13	0
BROMODIPHENHYDRAMINE	20	2	0	0	2	4.116700000000003	86.93300000000004	3	2	0	1
NITROFURANTOIN	17	6	1	1	9	0.07349999999999995	53.20110000000002	9	6	1	0
AMOBARBITAL	16	3	2	2	5	1.1849999999999998	58.47740000000002	5	3	2	1
ASPARTAME	21	5	3	4	7	-0.31109999999999954	74.32090000000002	7	5	3	0
NALIDIXIC_ACID	17	4	1	1	5	1.4230200000000002	63.37330000000001	5	4	1	0
PHENFORMIN	15	2	5	6	5	0.2365400000000009	60.92520000000002	5	2	5	0
SAPROPTERIN	17	7	6	7	8	-1.7001999999999995	62.85810000000001	8	7	6	0
PHENELZINE	10	2	2	3	2	0.6924000000000001	42.33610000000001	2	2	2	1
ISOPROTERENOL_HYDROCHLORIDE	15	4	4	4	4	1.1291999999999998	57.870100000000036	4	4	4	0
FLOCTAFENINE	29	6	3	3	6	3.507200000000002	99.84480000000002	9	6	3	0
METHOTREXATE_SODIUM	33	10	5	7	13	0.2684000000000003	118.26160000000006	13	10	5	0
