m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3	p_meninges
NALMEFENE	25	50	339.18344366	314.23500000000007	339.43500000000006	0	132	3	2	5	0	1	0	1	2	1	3	4	2	4	2	6	2	2	21	2	4	4	2	2	4	4	1	2.512500000000002	93.93060000000007	0.6190476190476191	1
ALFACALCIDOL	29	73	400.33413064800004	356.29500000000013	400.64700000000033	0	164	3	0	3	0	0	0	0	3	0	3	2	2	2	0	3	6	6	27	2	2	2	2	0	6	6	0	6.589800000000008	122.57860000000008	0.7777777777777778	0
PRIFINIUM	23	51	306.22162631608995	278.249	306.47300000000007	0	120	0	1	1	0	2	0	2	0	1	1	0	0	1	1	3	4	4	22	0	1	0	0	0	1	1	0	5.137300000000005	99.19440000000007	0.3636363636363637	0
BETAXOLOL_HYDROCHLORIDE	22	51	307.21474378799996	278.202	307.434	0	124	1	0	1	0	1	0	1	1	0	1	4	2	4	0	2	11	11	18	2	4	4	2	0	1	1	0	2.3934	88.32950000000004	0.6666666666666666	0
ISOTRETINOIN	22	50	300.208930136	272.218	300.44200000000006	0	120	1	0	1	0	0	0	0	0	0	0	1	1	2	0	1	5	5	20	1	2	1	1	0	0	0	0	5.602600000000005	93.76180000000004	0.45	0
SCOPOLAMINE	22	43	303.147058152	282.19	303.35799999999995	0	118	0	3	3	0	1	0	1	0	3	3	5	1	5	3	4	4	5	17	1	5	5	1	2	5	5	0	0.9180999999999993	79.38280000000005	0.5882352941176471	1
EMTRICITABINE	16	26	247.0426904	237.171	247.251	0	88	0	1	1	0	0	1	1	0	1	1	7	2	8	2	2	2	2	8	3	6	7	2	0	2	2	0	-0.4550000000000002	56.32120000000002	0.5	0
PROPYLTHIOURACIL	11	21	170.05138394	160.15699999999995	170.237	0	60	0	0	0	0	0	1	1	0	0	0	2	2	4	1	1	2	2	7	2	3	2	2	0	0	0	0	1.38499	46.2424	0.42857142857142855	0
FLUNITRAZEPAM	23	35	313.08626946399994	301.19199999999995	313.288	0	116	0	1	1	1	2	0	2	0	0	0	4	0	7	1	3	2	2	16	0	6	4	0	0	0	0	0	2.5477000000000007	83.41240000000002	0.125	1
URACIL_MUSTARD	15	26	251.02283195200002	241.013	252.10100000000003	0	84	0	0	0	0	0	1	1	0	0	0	3	2	7	1	1	5	5	8	2	5	3	2	0	0	0	0	0.3472000000000001	61.33640000000001	0.5	0
DEFERIPRONE	10	19	139.063328528	130.08199999999997	139.154	0	54	0	0	0	0	0	1	1	0	0	0	3	1	3	1	1	0	0	7	1	3	3	1	0	0	0	0	0.39932	38.08480000000001	0.2857142857142857	0
DOXYCYCLINE	32	56	444.1532657279999	420.24800000000033	444.44000000000017	0	170	3	0	3	1	1	0	1	0	0	0	9	6	10	0	4	2	2	22	7	10	9	6	0	6	6	0	-0.34759999999999863	109.77490000000002	0.4090909090909091	0
ISOSORBIDE_MONONITRATE	13	22	191.04298700799998	182.067	191.139	0	74	0	2	2	0	0	0	0	0	2	2	6	1	7	2	2	2	2	6	1	7	6	1	0	4	4	0	-1.2781999999999996	37.35420000000001	1.0	0
VALGANCICLOVIR_HYDROCHLORIDE	25	47	354.1651678040001	332.1910000000001	354.36700000000013	0	138	0	0	0	0	0	2	2	0	0	0	10	4	11	2	2	8	9	14	6	11	10	4	0	2	2	0	-1.4366999999999974	88.29230000000003	0.5714285714285714	0
MELOXICAM	23	36	351.034747896	338.30500000000006	351.40900000000005	0	120	0	1	1	1	1	1	2	0	0	0	6	2	9	2	3	2	3	14	2	7	6	2	0	0	0	0	1.95092	86.42030000000004	0.14285714285714285	0
PROMETHAZINE	20	40	284.13471964	264.268	284.428	0	104	0	1	1	0	2	0	2	0	0	0	3	0	3	1	3	3	3	17	0	2	3	0	0	1	1	0	4.239400000000004	87.16200000000006	0.29411764705882354	1
ZATEBRADINE	33	69	456.2624222519999	420.29500000000013	456.58300000000025	0	180	0	1	1	1	2	0	2	0	0	0	6	0	7	1	3	11	11	26	0	7	6	0	0	0	0	0	3.212800000000001	128.89800000000008	0.5	0
NICOTINE	12	26	162.115698448	148.12399999999997	162.236	0	64	0	1	1	0	0	1	1	0	1	1	2	0	2	2	2	1	1	10	0	2	2	0	0	1	1	0	1.8483	48.84200000000003	0.5	1
TEMAZEPAM	21	34	300.06655533599996	287.641	300.745	0	106	0	1	1	1	2	0	2	0	0	0	3	1	5	1	3	1	1	16	1	4	3	1	0	1	1	0	2.472200000000001	82.94980000000002	0.125	1
PERPHENAZINE	27	53	403.14851113199995	377.77100000000013	403.9790000000003	0	144	0	2	2	0	2	0	2	0	1	1	5	1	6	2	4	6	6	21	1	4	5	1	0	0	0	0	3.942700000000003	113.60580000000006	0.42857142857142855	1
TRIENTINE_HYDROCHLORIDE	10	28	146.15314657599995	128.094	146.238	0	62	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	7	7	6	6	4	4	4	0	0	0	0	-1.9169999999999978	43.84820000000001	1.0	0
FUROSEMIDE	21	32	330.00772013200003	319.66100000000006	330.749	0	112	0	0	0	0	1	1	2	0	0	0	5	3	9	1	2	5	5	12	4	7	5	3	0	0	0	0	1.8907	75.81920000000002	0.08333333333333333	0
AMIODARONE_HYDROCHLORIDE	31	60	645.0236897880001	616.0870000000002	645.3190000000002	0	166	0	0	0	0	2	1	3	0	0	0	4	0	6	1	3	11	11	25	0	4	4	0	0	0	0	0	6.936200000000008	143.41749999999985	0.4	0
TICLOPIDINE_HYDROCHLORIDE	17	31	263.053548128	249.68099999999995	263.793	0	88	0	1	1	0	1	1	2	0	0	0	2	0	3	2	3	2	2	14	0	1	2	0	0	0	0	0	3.9598000000000018	73.58900000000004	0.2857142857142857	0
SULFAMETER	19	31	280.063011244	268.213	280.309	0	100	0	0	0	0	1	1	2	0	0	0	6	2	8	1	2	4	4	11	3	7	6	2	0	0	0	0	0.8681999999999999	70.24690000000001	0.09090909090909093	0
PHENPROCOUMON	21	37	280.10994437200003	264.19499999999994	280.323	0	106	0	0	0	0	2	1	3	0	0	0	3	1	3	1	3	3	3	18	1	3	3	1	0	1	1	0	4.0405000000000015	82.72480000000003	0.16666666666666666	0
PROTOKYLOL_HYDROCHLORIDE	24	45	331.14197277200003	310.2000000000001	331.36800000000005	0	128	0	1	1	0	2	0	2	0	0	0	6	4	6	1	3	6	6	18	4	6	6	4	0	2	2	0	2.0807	88.46510000000002	0.3333333333333333	0
MOLINDONE	20	44	276.183778008	252.188	276.37999999999994	0	110	1	1	2	0	0	1	1	0	1	1	3	1	4	2	3	3	3	16	1	4	3	1	0	1	1	0	1.96282	78.30820000000004	0.6875	1
HOMATROPINE_METHYLBROMIDE	22	46	369.093955728	346.09500000000014	370.287	0	122	0	2	2	0	1	0	1	0	2	2	3	1	5	2	3	3	4	17	1	4	3	1	2	3	3	0	-0.962999999999996	79.43420000000005	0.5882352941176471	0
ESTROPIPATE	24	46	350.118794804	328.2600000000001	350.43600000000015	0	130	3	0	3	0	1	0	1	2	0	2	4	1	6	0	4	2	2	18	1	5	4	1	0	4	4	0	3.293400000000002	88.24260000000004	0.6111111111111112	0
NEVIRAPINE	20	34	266.116761068	252.192	266.30400000000003	0	100	1	1	2	1	0	2	2	1	0	1	4	1	5	3	4	1	1	15	1	5	4	1	0	0	0	0	2.6512200000000004	76.32520000000002	0.26666666666666666	0
DILOXANIDE	14	23	233.001033888	225.01	234.082	0	76	0	0	0	1	1	0	1	0	0	0	2	1	5	0	1	2	3	9	1	3	2	1	0	0	0	0	2.1587	57.01080000000002	0.2222222222222222	0
DEXTROMORAMIDE	29	61	392.24637826400004	360.28700000000015	392.5430000000002	0	154	0	2	2	1	2	0	2	0	2	2	3	0	4	2	4	6	7	25	0	4	3	0	0	1	1	0	3.5634000000000023	115.90100000000008	0.48	1
FLUVASTATIN_SODIUM	30	56	411.18458653199997	385.26500000000016	411.473	0	158	0	0	0	0	2	1	3	0	0	0	4	3	6	1	3	8	8	24	3	5	4	3	0	2	2	0	4.6281000000000025	115.63440000000004	0.2916666666666667	0
FOSINOPRIL_SODIUM	39	85	563.301189442	517.3040000000004	563.6720000000003	0	218	1	1	2	1	1	0	1	1	1	2	6	1	9	1	3	14	16	30	1	8	6	1	0	4	4	0	6.121300000000009	150.63329999999985	0.7	0
TILUDRONATE_DISODIUM	17	26	317.928359948	309.5390000000001	318.6110000000001	0	96	0	0	0	0	1	0	1	0	0	0	3	4	10	0	1	4	4	7	4	6	3	4	0	0	0	0	2.0711000000000013	65.18520000000002	0.14285714285714285	0
VILOXAZINE	17	36	237.136493468	218.147	237.29899999999992	0	94	0	1	1	0	1	0	1	0	1	1	4	1	4	1	2	5	5	13	1	4	4	1	0	1	1	0	1.4525	65.71570000000004	0.5384615384615384	1
NALTREXONE	25	48	341.16270821599994	318.22300000000007	341.4070000000001	0	132	3	2	5	0	1	0	1	2	1	3	5	2	5	2	6	2	2	20	2	5	5	2	2	4	4	1	1.5254	89.79760000000003	0.65	1
BICALUTAMIDE	29	43	430.06104080800003	416.26700000000017	430.37900000000013	0	154	0	0	0	1	2	0	2	0	0	0	5	2	11	0	2	5	7	18	2	6	5	2	0	1	1	0	2.8795800000000016	93.86530000000003	0.2222222222222222	0
MEPARTRICIN	80	166	1126.5824785319999	1040.6439999999993	1127.3320000000006	0	446	0	3	3	0	1	0	1	0	2	2	21	12	21	3	4	10	11	59	14	21	21	12	2	19	19	0	2.37480000000001	294.3573000000001	0.5932203389830508	0
IVERMECTIN	62	136	874.5078570480002	800.5139999999999	875.1060000000003	0	350	1	6	7	0	0	0	0	0	5	5	14	3	14	6	7	8	8	48	3	14	14	3	2	20	20	1	5.601400000000008	227.39939999999916	0.8125	0
CIPROFIBRATE	18	32	288.03199966799997	275.046	289.158	0	98	1	0	1	0	1	0	1	1	0	1	2	1	5	0	2	4	4	13	1	3	2	1	0	1	1	0	3.589800000000003	70.57980000000003	0.4615384615384616	0
LIOTHYRONINE	23	35	650.790051864	638.8800000000001	650.9760000000001	0	122	0	0	0	0	2	0	2	0	0	0	4	3	8	0	2	5	5	15	4	5	4	3	0	1	1	0	3.952700000000001	112.089	0.13333333333333333	0
FLUVOXAMINE	22	43	318.155512572	297.17099999999994	318.339	0	124	0	0	0	0	1	0	1	0	0	0	4	1	7	0	1	9	10	15	2	4	4	1	0	0	0	0	3.201500000000001	78.71440000000003	0.5333333333333333	1
DIFLUNISAL	18	26	250.04415055599998	242.13599999999997	250.2	0	92	0	0	0	0	2	0	2	0	0	0	2	2	5	0	2	2	2	13	2	3	2	2	0	0	0	0	3.0356000000000005	60.41810000000002	0.0	0
IDARUBICIN	36	63	497.16858144399987	470.28400000000033	497.5000000000003	0	190	2	1	3	0	2	0	2	0	1	1	10	5	10	1	5	3	3	26	6	10	10	5	0	6	6	0	1.0202999999999989	123.79060000000004	0.4230769230769231	0
SIBUTRAMINE	19	45	279.175377512	253.647	279.8550000000001	0	106	1	0	1	0	1	0	1	1	0	1	1	0	2	0	2	5	5	17	0	1	1	0	0	1	1	0	4.738000000000005	83.91100000000007	0.6470588235294118	1
ALLOPURINOL	10	14	136.038510748	132.082	136.114	0	50	0	0	0	0	0	2	2	0	0	0	3	2	5	2	2	0	0	5	2	5	3	2	0	0	0	0	-0.3538000000000001	34.5094	0.0	0
GLICLAZIDE	22	43	323.13036253200005	302.25000000000006	323.4180000000002	0	120	1	1	2	2	1	0	1	1	1	2	4	2	7	1	3	3	5	15	2	6	4	2	0	2	2	0	1.6298200000000005	82.43620000000004	0.5333333333333333	0
SORBINIL	17	26	236.059720368	227.12999999999997	236.202	0	88	0	2	2	3	1	0	1	0	1	1	3	2	6	2	3	0	0	11	2	5	3	2	0	1	1	1	0.6428999999999999	54.8644	0.2727272727272727	0
LEUCOVORIN	34	57	473.16589607599997	450.26200000000017	473.44600000000025	0	180	0	1	1	2	1	1	2	0	0	0	10	7	14	2	3	10	11	20	8	14	10	7	0	2	2	0	-0.3188000000000001	119.62140000000008	0.3	0
CILAZAPRIL	30	61	417.22637109199997	386.25800000000015	417.5060000000003	0	164	0	2	2	1	1	0	1	0	2	2	6	2	8	2	3	8	9	22	2	8	6	2	0	3	3	0	1.5955	110.4185000000001	0.5909090909090909	0
SULFISOXAZOLE_ACETYL	21	36	309.07832696	294.2270000000001	309.3470000000001	0	112	0	0	0	1	1	1	2	0	0	0	6	1	8	1	2	3	4	13	2	7	6	1	0	0	0	0	1.6154400000000002	77.17720000000003	0.2307692307692308	0
REMOXIPRIDE	22	45	370.08920469599997	348.09099999999995	371.275	0	122	0	1	1	1	1	0	1	0	1	1	4	1	6	1	2	6	7	16	1	5	4	1	0	1	1	0	2.680400000000001	89.84820000000006	0.5625	1
BETHANIDINE_SULFATE	13	28	177.12659748	162.13099999999997	177.25099999999998	0	70	0	0	0	0	1	0	1	0	0	0	1	2	3	0	1	2	4	10	2	3	1	2	0	0	0	0	0.9813999999999996	55.70040000000003	0.3	0
SULFAMETHOXAZOLE	17	28	253.052112212	242.195	253.283	0	90	0	0	0	0	1	1	2	0	0	0	5	2	7	1	2	3	3	10	3	6	5	2	0	0	0	0	1.36602	62.90290000000002	0.1	0
DOLASETRON	24	44	324.1473925	304.22	324.38000000000005	0	124	0	4	4	0	1	1	2	0	4	4	4	1	5	5	6	2	3	19	1	5	4	1	4	2	2	0	2.519	88.74920000000004	0.4736842105263158	1
NOVOBIOCIN_SODIUM	44	80	612.2319099719999	576.3440000000003	612.6320000000002	0	236	0	1	1	2	2	1	3	0	1	1	11	5	13	2	4	8	10	31	6	13	11	5	0	4	4	0	3.6271200000000015	158.92099999999976	0.3870967741935484	0
XYLOSE	10	20	150.05282342	140.04999999999998	150.13	0	60	0	0	0	0	0	0	0	0	0	0	5	4	5	0	0	4	4	5	4	5	5	4	0	3	3	0	-2.7397	31.17019999999999	0.8	0
BENPERIDOL	28	52	381.185255228	357.25900000000007	381.45099999999996	0	146	0	1	1	0	2	1	3	0	1	1	4	1	6	2	4	6	6	22	1	5	4	1	0	0	0	0	3.7687000000000026	107.23420000000004	0.3636363636363637	1
THIORIDAZINE	25	51	370.153740832	344.37900000000013	370.58700000000016	0	132	0	2	2	0	2	0	2	0	1	1	4	0	4	2	4	4	4	21	0	2	4	0	0	1	1	0	5.8856000000000055	110.68000000000004	0.42857142857142855	1
PHENOLPHTHALEIN	24	38	318.08920892799995	304.216	318.3280000000001	0	118	0	1	1	0	3	0	3	0	0	0	4	2	4	1	4	2	2	20	2	4	4	2	0	0	0	0	3.5601000000000016	87.95310000000002	0.05	0
AMISULPRIDE	25	52	369.172227344	342.27099999999996	369.48700000000014	0	140	0	1	1	1	1	0	1	0	1	1	6	2	8	1	2	7	8	17	3	7	6	2	0	1	1	0	1.2851000000000006	97.73540000000006	0.5882352941176471	1
SUCRALFATE	54	74	967.7550803400003	948.6220000000003	968.7820000000007	0	322	0	2	2	0	0	0	0	0	2	2	27	8	43	2	2	20	20	11	8	35	27	8	0	9	9	0	-6.821300000000003	147.09279999999995	1.0	0
TROLEANDOMYCIN	57	124	813.4510704440003	746.4430000000001	813.9790000000003	0	326	0	4	4	0	0	0	0	0	4	4	16	0	16	4	4	9	12	41	0	16	16	0	0	18	18	1	3.6209000000000082	202.2649999999992	0.8780487804878049	0
BISOPROLOL_FUMARATE	23	54	325.225308472	294.20099999999996	325.449	0	132	0	0	0	0	1	0	1	0	0	0	5	2	5	0	1	12	12	18	2	5	5	2	0	1	1	0	2.3659	91.82650000000008	0.6666666666666666	0
MIDODRINE_HYDROCHLORIDE	18	36	254.12665705599997	236.142	254.286	0	100	0	0	0	1	1	0	1	0	0	0	5	3	6	0	1	6	7	12	4	6	5	3	0	1	1	0	-0.1878999999999994	66.56990000000003	0.4166666666666667	0
EMEPRONIUM	21	49	282.22162631608995	254.22699999999992	282.45099999999996	0	112	0	0	0	0	2	0	2	0	0	0	0	0	1	0	2	6	6	20	0	1	0	0	0	1	1	0	4.693400000000004	91.45540000000008	0.4	0
HALAZEPAM	24	36	352.059025344	340.647	352.74300000000005	0	124	0	1	1	1	2	0	2	0	0	0	2	0	7	1	3	2	3	17	0	3	2	0	0	0	0	0	4.086300000000001	86.80800000000004	0.17647058823529413	1
SETIPTILINE	20	39	261.151749608	242.21599999999992	261.368	0	100	1	1	2	0	2	0	2	0	0	0	1	0	1	1	4	0	0	19	0	1	1	0	0	0	0	0	3.837100000000003	84.61800000000005	0.2631578947368421	1
METHYLERGONOVINE	25	50	339.19467704	314.2390000000001	339.43900000000014	0	132	1	1	2	1	1	1	2	0	0	0	3	3	5	2	4	4	5	20	3	5	3	3	0	3	3	0	1.9247000000000003	99.19520000000006	0.45	0
PROCHLORPERAZINE	25	49	373.13794644800004	349.76100000000014	373.95300000000015	0	132	0	2	2	0	2	0	2	0	1	1	4	0	5	2	4	4	4	20	0	3	4	0	0	0	0	0	4.580200000000004	107.57700000000004	0.4	1
IOMAZENIL	22	36	411.00798930800005	397.087	411.199	0	114	0	1	1	1	1	1	2	0	0	0	5	0	7	2	3	2	3	15	0	6	5	0	0	0	0	0	2.2392000000000003	88.03500000000004	0.26666666666666666	1
CLONAZEPAM	22	32	315.04106886	305.636	315.716	0	110	0	1	1	1	2	0	2	0	0	0	4	1	7	1	3	2	2	15	1	6	4	1	0	0	0	0	3.0377000000000014	83.68410000000002	0.06666666666666668	1
FLUMAZENIL	22	36	303.101919528	289.181	303.293	0	114	0	1	1	1	1	1	2	0	0	0	5	0	7	2	3	2	3	15	0	6	5	0	0	0	0	0	1.7736999999999998	75.27600000000002	0.26666666666666666	1
ANISINDIONE	19	31	252.078644244	240.17299999999997	252.269	0	94	1	0	1	0	2	0	2	0	0	0	3	0	3	0	3	2	2	16	0	3	3	0	0	0	0	0	2.8580000000000005	70.83800000000002	0.125	0
HYDROCORTISONE	26	56	362.20932406	332.2260000000001	362.4660000000002	0	144	4	0	4	0	0	0	0	3	0	3	5	3	5	0	4	2	2	21	3	5	5	3	0	7	7	0	1.7816	95.14240000000004	0.8095238095238095	0
BROMOCRIPTINE	43	83	653.2212814800001	614.2860000000003	654.6060000000002	0	230	1	4	5	3	1	1	2	0	3	3	6	3	11	5	7	5	6	32	3	10	6	3	0	6	6	0	3.1928000000000023	164.15819999999968	0.59375	1
BEMETIZIDE	25	41	401.02707567199997	385.7690000000002	401.89700000000016	0	134	0	1	1	0	2	0	2	0	0	0	5	3	10	1	3	3	3	15	4	7	5	3	0	2	2	0	1.821	95.4144	0.2	0
LIDOFLAZINE	36	71	491.27481918	456.3460000000003	491.62600000000015	0	190	0	1	1	1	3	0	3	0	1	1	3	1	6	1	4	9	10	30	1	4	3	1	0	0	0	0	5.750040000000006	141.30269999999987	0.36666666666666653	0
REBOXETINE	23	46	313.16779359599997	290.21299999999997	313.39700000000005	0	122	0	1	1	0	2	0	2	0	1	1	4	1	4	1	3	6	6	19	1	4	4	1	0	2	2	0	3.1938000000000004	90.03170000000006	0.3684210526315789	1
NEOSTIGMINE	16	35	223.14410426809	204.14399999999995	223.296	0	88	0	0	0	1	1	0	1	0	0	0	2	0	4	0	1	2	4	12	0	4	2	0	0	0	0	0	1.9437	65.71900000000004	0.4166666666666667	0
CHLOROTRIANISENE	27	48	380.117922212	359.70300000000015	380.87100000000015	0	138	0	0	0	0	3	0	3	0	0	0	3	0	4	0	3	6	6	23	0	3	3	0	0	0	0	0	5.8678000000000035	110.75100000000003	0.13043478260869565	0
COLCHICINE	29	54	399.16818752	374.24300000000017	399.44300000000015	0	154	1	0	1	1	2	0	2	0	0	0	6	1	7	0	3	5	6	22	1	7	6	1	0	1	1	0	2.8716000000000013	109.23470000000006	0.3636363636363637	0
GLISOLAMIDE	30	56	434.162390932	408.3100000000002	434.51800000000026	0	162	1	0	1	3	1	1	2	1	0	1	6	3	10	1	3	7	10	20	3	9	6	3	0	0	0	0	2.27612	109.44540000000003	0.45	0
DISTIGMINE	30	62	416.24125834418	384.2660000000001	416.52200000000016	0	162	0	0	0	2	0	2	2	0	0	0	4	0	8	2	2	9	13	22	0	8	4	0	0	0	0	0	2.4574000000000007	111.01200000000006	0.4545454545454545	0
DEHYDROCHOLIC	29	63	402.24062418799986	368.2590000000001	402.5310000000002	0	160	4	0	4	0	0	0	0	4	0	4	4	1	5	0	4	4	4	24	1	5	4	1	0	8	8	0	4.073300000000003	107.03780000000008	0.8333333333333334	0
PRAZEPAM	23	40	324.10294084400005	307.67500000000007	324.8110000000001	0	116	1	1	2	1	2	0	2	1	0	1	2	0	4	1	4	3	3	19	0	3	2	0	0	0	0	0	3.934000000000003	93.47700000000003	0.2631578947368421	1
NITAZOXANIDE	21	30	307.026291388	298.2150000000001	307.2870000000001	0	108	0	0	0	1	1	1	2	0	0	0	7	1	9	1	2	4	6	12	1	8	7	1	0	0	0	0	2.2289000000000003	74.47260000000001	0.08333333333333333	0
PHENAZOCINE	24	51	321.209264484	294.248	321.46399999999994	0	126	1	1	2	0	2	0	2	0	1	1	2	1	2	1	4	3	3	22	1	2	2	1	2	3	3	0	4.159100000000005	98.45080000000006	0.4545454545454545	1
ATAZANAVIR	51	103	704.3897480040001	652.4530000000002	704.8689999999999	0	276	0	0	0	4	2	1	3	0	0	0	9	5	13	1	3	14	22	38	5	13	9	5	0	4	4	0	4.2116000000000025	193.8765999999994	0.4473684210526316	0
IPODATE	19	32	597.811121656	584.8560000000002	597.9600000000003	0	104	0	0	0	0	1	0	1	0	0	0	2	1	7	0	1	5	5	12	1	4	2	1	0	0	0	0	3.7390000000000025	102.38880000000003	0.3333333333333333	0
BENAZEPRIL	31	59	424.19982199599997	396.27300000000014	424.4970000000001	0	164	0	1	1	1	2	0	2	0	0	0	5	2	7	1	3	9	10	24	2	7	5	2	0	2	2	0	2.5731	116.8595000000001	0.375	0
PERGOLIDE	22	48	314.18166983199995	288.29	314.4980000000001	0	118	1	1	2	0	1	1	2	0	1	1	2	1	3	2	4	4	4	19	1	2	2	1	0	3	3	0	4.271100000000003	96.88470000000008	0.5789473684210527	1
ROSARAMICIN	41	92	581.3563822119999	530.3390000000004	581.7470000000002	0	234	0	3	3	0	0	0	0	0	2	2	10	2	10	3	3	6	6	31	2	10	10	2	0	13	13	0	2.6704000000000017	151.8065999999998	0.8387096774193549	0
BROXATEROL	14	29	262.03168982	248.015	263.135	0	80	0	0	0	0	0	1	1	0	0	0	4	2	5	1	1	3	4	9	2	4	4	2	0	1	1	0	1.8586	56.91850000000003	0.6666666666666666	0
PHENOBARBITAL/PHENOBARBITONE	17	29	232.08479224400003	220.143	232.239	0	88	0	1	1	4	1	0	1	0	1	1	3	2	5	1	2	2	2	12	2	5	3	2	0	0	0	0	0.7003999999999997	60.09240000000002	0.25	1
VARDENAFIL	34	66	488.220574504	456.3580000000002	488.6140000000004	0	184	0	1	1	0	1	2	3	0	1	1	8	1	11	3	4	8	8	23	1	10	8	1	0	0	0	0	2.0704199999999995	129.81750000000002	0.5217391304347826	0
BRIVUDINE	19	32	332.000783616	320.03400000000005	333.1380000000001	0	104	0	1	1	0	0	1	1	0	1	1	6	3	8	2	2	3	3	11	3	7	6	3	0	3	3	0	-0.4571	70.9033	0.4545454545454545	0
DEMECLOCYCLINE_HYDROCHLORIDE	32	53	464.098643312	443.69000000000017	464.8580000000003	0	170	3	0	3	0	1	0	1	2	0	2	10	6	11	0	4	1	1	21	7	10	10	6	0	5	5	0	0.1082999999999998	110.51040000000006	0.3809523809523809	0
ISOPROPAMIDE_IODIDE	26	59	353.2587400960901	320.26600000000013	353.53000000000014	0	140	0	0	0	1	2	0	2	0	0	0	1	1	3	0	2	8	8	23	2	3	1	1	0	0	0	0	4.111500000000003	108.79880000000007	0.43478260869565216	0
CHLOROQUINE_PHOSPHATE	22	48	319.18152551199995	293.672	319.88000000000005	0	120	0	0	0	0	1	1	2	0	0	0	3	1	4	1	2	8	8	18	1	3	3	1	0	1	1	0	4.810600000000004	96.85970000000006	0.5	0
MEMANTINE	13	34	179.16739967200002	158.13899999999995	179.30700000000002	0	74	4	0	4	0	0	0	0	4	0	4	1	1	1	0	4	0	0	12	2	1	1	1	4	2	2	0	2.6941000000000006	54.32440000000004	1.0	1
SUMATRIPTAN	20	41	295.135447912	274.24	295.408	0	110	0	0	0	0	1	1	2	0	0	0	3	2	6	1	2	6	6	14	2	5	3	2	0	0	0	0	1.3211999999999997	82.24020000000004	0.42857142857142855	1
OXAZEPAM	20	31	286.050905272	275.63	286.718	0	100	0	1	1	1	2	0	2	0	0	0	3	2	5	1	3	1	1	15	2	4	3	2	0	1	1	0	2.447900000000001	78.16950000000003	0.06666666666666668	1
OXYPERTINE	28	57	379.22597716800004	350.27200000000016	379.50400000000013	0	148	0	1	1	0	2	1	3	0	1	1	4	1	5	2	4	6	6	23	1	5	4	1	0	0	0	0	3.858220000000004	114.93870000000004	0.39130434782608703	1
CHLORMETHIAZOLE	8	14	146.99094787200002	141.582	147.63	0	44	0	0	0	0	0	1	1	0	0	0	2	0	3	1	1	2	2	5	0	1	2	0	0	0	0	0	1.9244	36.53800000000001	0.4	1
PALONOSETRON	22	46	296.188863388	272.222	296.414	0	116	1	4	5	1	1	0	1	0	3	3	2	0	3	4	6	1	1	19	0	3	2	0	2	2	2	0	2.6565000000000007	86.10950000000004	0.631578947368421	1
CEFDITOREN_PIVOXIL	41	69	620.118160236	592.5110000000002	620.735	0	218	0	2	2	2	0	2	2	0	1	1	14	2	16	4	4	9	13	25	3	13	14	2	0	2	2	0	2.298119999999999	154.51209999999975	0.4	0
FLUOCORTOLONE	27	56	376.204987628	347.23600000000016	376.46800000000013	0	148	4	0	4	0	0	0	0	3	0	3	4	2	5	0	4	2	2	22	2	4	4	2	0	9	9	0	2.6367000000000016	98.41460000000004	0.7272727272727273	0
ERYTHRITYL	20	26	301.998221632	296.06	302.10800000000006	0	114	0	0	0	0	0	0	0	0	0	0	12	0	16	0	0	11	11	4	0	16	12	0	0	2	2	0	-1.4431999999999994	49.62760000000001	1.0	0
TRIAMCINOLONE	28	55	394.17916680399986	367.2230000000001	394.43900000000014	0	154	4	0	4	0	0	0	0	3	0	3	6	4	7	0	4	2	2	21	4	6	6	4	0	8	8	0	0.6204999999999998	96.78720000000004	0.7142857142857143	0
NICORANDIL	15	24	211.059305768	202.105	211.177	0	80	0	0	0	1	0	1	1	0	0	0	5	1	7	1	1	5	6	8	1	7	5	1	0	0	0	0	0.01969999999999944	49.51660000000002	0.25	0
PREGABALIN	11	28	159.125928784	142.093	159.22899999999996	0	66	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	5	5	8	3	3	2	2	0	1	1	0	1.0821	44.2522	0.875	1
GEMIFLOXACIN	28	48	389.14993234	369.22700000000015	389.38700000000017	0	148	1	1	2	0	0	2	2	1	1	2	8	2	10	3	4	5	5	18	3	9	8	2	0	1	1	0	0.966	100.39270000000003	0.4444444444444444	0
EPALRESTAT	21	34	319.03368527599997	306.30300000000005	319.4070000000001	0	108	0	1	1	1	1	0	1	0	1	1	4	1	6	1	2	4	4	15	1	4	4	1	0	0	0	0	2.918700000000001	87.71380000000003	0.13333333333333333	0
