m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_rings	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	m_logp	m_mr	fraction_CSP3	is_cns_molecule
MILTEFOSINE	27.0	74.0	408.32372203408994	361.20800000000014	408.5840000000002	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	6.0	0.0	20.0	20.0	1.0	5.0	3.0	1.0	0.0	1.0	1.0	6.307500000000008	114.94070000000008	1.0	0
MESUXIMIDE	15.0	28.0	203.094628656	190.137	203.241	0.0	78.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	3.0	2.0	1.0	1.0	0.0	3.0	2.0	0.0	0.0	1.0	1.0	1.3329999999999995	56.18800000000004	0.3333333333333333	1
PROPRANOLOL	19.0	40.0	259.157228912	238.18099999999995	259.349	0.0	102.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	2.0	3.0	2.0	6.0	6.0	2.0	3.0	3.0	2.0	0.0	1.0	1.0	2.577500000000001	78.58850000000005	0.375	1
INDIGOTINDISULFONATE	28.0	38.0	421.98785727999984	412.31600000000014	422.3960000000001	0.0	144.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	8.0	4.0	12.0	4.0	2.0	2.0	4.0	10.0	8.0	4.0	0.0	0.0	0.0	1.3082	95.44560000000004	0.0	0
PROCARBAZINE_HYDROCHLORIDE	16.0	35.0	221.152812228	202.15200000000002	221.304	0.0	88.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	3.0	4.0	1.0	5.0	6.0	3.0	4.0	3.0	3.0	0.0	0.0	0.0	1.0487999999999995	64.94360000000003	0.4166666666666667	0
PRIMAQUINE_PHOSPHATE	19.0	40.0	259.168462292	238.185	259.35299999999995	0.0	102.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	4.0	2.0	4.0	2.0	6.0	6.0	3.0	4.0	4.0	2.0	0.0	1.0	1.0	2.782700000000001	79.66810000000002	0.4	0
RESCINNAMINE	46.0	88.0	634.2890309239999	592.3900000000002	634.7260000000002	0.0	246.0	2.0	3.0	0.0	2.0	3.0	1.0	2.0	10.0	1.0	11.0	6.0	9.0	11.0	1.0	11.0	10.0	1.0	0.0	6.0	6.0	4.570700000000004	170.39769999999953	0.4857142857142857	0
TRAPIDIL	15.0	30.0	205.13274548	190.145	205.265	0.0	80.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	5.0	2.0	3.0	3.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	1.2789199999999998	59.08000000000003	0.5	0
MORNIFLUMATE	28.0	48.0	395.14567616	375.2210000000002	395.3810000000003	0.0	150.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	6.0	1.0	9.0	3.0	6.0	8.0	1.0	6.0	6.0	1.0	0.0	0.0	0.0	3.333000000000001	96.50520000000004	0.3684210526315789	0
SULFINPYRAZONE	29.0	49.0	404.1194635	384.3310000000001	404.49100000000016	0.0	146.0	1.0	1.0	2.0	3.0	3.0	1.0	1.0	3.0	0.0	6.0	4.0	6.0	6.0	0.0	5.0	3.0	0.0	0.0	1.0	1.0	3.7955000000000023	113.68040000000002	0.13043478260869565	0
NIFLUMIC	20.0	29.0	282.06161218799997	273.14899999999994	282.221	0.0	104.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	2.0	7.0	2.0	3.0	4.0	2.0	4.0	3.0	2.0	0.0	0.0	0.0	3.542200000000001	65.923	0.07692307692307693	0
TACRINE	15.0	29.0	198.115698448	184.157	198.26899999999992	0.0	76.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	2.0	3.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	2.6958	62.79740000000002	0.3076923076923077	1
DEXTROPROPOXYPHENE	25.0	54.0	339.21982916800005	310.247	339.4790000000002	0.0	134.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	3.0	2.0	8.0	9.0	0.0	3.0	3.0	0.0	0.0	2.0	2.0	4.2755000000000045	102.36700000000008	0.4090909090909091	1
BROTIZOLAM	22.0	32.0	391.9498071	383.6170000000001	393.6970000000002	0.0	110.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	5.0	0.0	7.0	4.0	1.0	1.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	4.4041200000000025	92.468	0.13333333333333333	1
BENZBROMARONE	22.0	34.0	421.9153184439999	411.992	424.088	0.0	112.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	1.0	5.0	3.0	3.0	3.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	5.456800000000002	92.53130000000002	0.1176470588235294	0
QUINAGOLIDE	27.0	60.0	395.224262916	362.3050000000002	395.56900000000013	0.0	152.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	4.0	2.0	7.0	3.0	7.0	7.0	2.0	6.0	4.0	2.0	0.0	3.0	3.0	2.1361	108.03830000000008	0.7	1
MAPROTILINE	21.0	44.0	277.183049736	254.22699999999992	277.411	0.0	108.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	5.0	4.0	4.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	4.211400000000004	87.90170000000006	0.4	1
AMPICILLIN	24.0	43.0	349.109627088	330.2600000000001	349.41200000000015	0.0	128.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	5.0	3.0	8.0	3.0	4.0	5.0	4.0	7.0	5.0	3.0	0.0	4.0	4.0	0.3181000000000002	89.02890000000004	0.4375	0
IFENPRODIL	24.0	51.0	325.20417910400005	298.2360000000001	325.45199999999994	0.0	128.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	3.0	2.0	3.0	3.0	5.0	5.0	2.0	3.0	3.0	2.0	0.0	2.0	2.0	3.7688000000000015	96.97160000000004	0.42857142857142855	1
NIMODIPINE	30.0	56.0	418.174001172	392.23800000000017	418.44600000000025	0.0	162.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	8.0	1.0	9.0	2.0	8.0	10.0	1.0	9.0	8.0	1.0	0.0	1.0	1.0	2.970800000000001	108.43610000000004	0.42857142857142855	1
PRIMIDONE	16.0	30.0	218.105527688	204.144	218.256	0.0	84.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	0.0	0.0	0.0	0.5378999999999994	59.56340000000003	0.3333333333333333	1
CEPHRADINE	24.0	43.0	349.1096270879998	330.2600000000001	349.41200000000015	0.0	128.0	2.0	3.0	2.0	0.0	0.0	1.0	1.0	5.0	3.0	8.0	3.0	4.0	5.0	4.0	7.0	5.0	3.0	0.0	3.0	3.0	0.3486000000000002	89.79090000000004	0.4375	0
FENOPROFEN_CALCIUM	18.0	32.0	242.094294308	228.16199999999995	242.274	0.0	92.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	3.0	2.0	4.0	4.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	3.6670000000000016	69.00880000000004	0.13333333333333333	0
ZUCLOPENTHIXOL	27.0	52.0	400.1376121	375.77500000000015	400.975	0.0	142.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	4.0	1.0	5.0	4.0	5.0	5.0	1.0	3.0	4.0	1.0	0.0	0.0	0.0	4.236300000000004	113.67880000000002	0.3636363636363637	1
PROQUAZONE	21.0	39.0	278.14191319599996	260.211	278.355	0.0	106.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	3.0	3.0	2.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.9528200000000018	86.56100000000004	0.2222222222222222	0
GLIQUIDONE	37.0	70.0	527.2090067759999	494.3790000000003	527.6430000000003	0.0	198.0	1.0	2.0	4.0	2.0	2.0	0.0	1.0	6.0	2.0	10.0	4.0	7.0	9.0	2.0	9.0	6.0	2.0	0.0	0.0	0.0	3.5185000000000017	137.93569999999994	0.4444444444444444	0
PARAMETHASONE_ACETATE	28.0	57.0	392.19990224800006	363.2350000000001	392.46700000000016	0.0	154.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	6.0	4.0	2.0	2.0	3.0	5.0	5.0	3.0	0.0	9.0	9.0	1.7515999999999998	99.87440000000004	0.7272727272727273	0
TOLAZAMIDE	21.0	42.0	311.13036253200005	290.2390000000001	311.4070000000001	0.0	116.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	2.0	7.0	2.0	3.0	5.0	2.0	6.0	4.0	2.0	0.0	0.0	0.0	1.7739200000000002	80.07320000000004	0.5	0
ENOXIMONE	17.0	29.0	248.06194862400002	236.21099999999998	248.30700000000002	0.0	88.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	2.0	5.0	2.0	3.0	3.0	2.0	4.0	3.0	2.0	0.0	0.0	0.0	1.96432	67.80590000000001	0.16666666666666666	0
MEDAZEPAM	19.0	34.0	270.09237616	255.643	270.763	0.0	96.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	3.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.627200000000002	81.67000000000004	0.1875	1
CYCLACILLIN	23.0	46.0	341.14092721599997	318.249	341.43300000000005	0.0	128.0	2.0	3.0	2.0	0.0	0.0	2.0	3.0	5.0	3.0	8.0	3.0	3.0	4.0	4.0	7.0	5.0	3.0	0.0	3.0	3.0	0.2797000000000011	85.66190000000003	0.8	0
ACETYLDIGITOXIN	57.0	123.0	806.4452567920001	740.4590000000003	806.987	0.0	322.0	4.0	8.0	0.0	0.0	0.0	3.0	7.0	14.0	4.0	14.0	8.0	8.0	9.0	4.0	14.0	14.0	4.0	0.0	20.0	20.0	3.818100000000003	200.76819999999933	0.9069767441860463	0
LEVORPHANOL	19.0	42.0	257.17796435599996	234.193	257.377	0.0	102.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	4.0	0.0	0.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0804000000000022	76.48180000000005	0.6470588235294118	1
DISULFIRAM	16.0	36.0	296.05093264	276.39200000000005	296.55200000000013	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	4.0	9.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	3.6212000000000018	86.22000000000004	0.8	0
SERTRALINE	20.0	37.0	305.07380490400004	289.0999999999999	306.236	0.0	104.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	5.179600000000003	85.78170000000004	0.29411764705882354	1
MENATETRENONE	33.0	73.0	444.30283052	404.33900000000017	444.65900000000016	0.0	176.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	11.0	11.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	8.917900000000003	140.82399999999987	0.41935483870967744	0
GLUTAMIC_ACID	10.0	19.0	147.053157768	138.05799999999996	147.13	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	4.0	4.0	4.0	5.0	3.0	3.0	0.0	1.0	1.0	-0.7368999999999997	32.480999999999995	0.6	0
CHOLECALCIFEROL	28.0	72.0	384.339216028	340.2960000000001	384.6480000000003	0.0	158.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	3.0	6.0	6.0	1.0	1.0	1.0	1.0	0.0	5.0	5.0	7.619000000000009	121.18880000000007	0.7777777777777778	0
LEVALLORPHAN	21.0	46.0	283.19361442	258.215	283.415	0.0	112.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	4.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	3.6366000000000014	85.62180000000005	0.5789473684210527	1
CLOXACILLIN_SODIUM	29.0	47.0	435.0655693559999	417.7450000000002	435.8890000000002	0.0	152.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	6.0	2.0	10.0	4.0	4.0	5.0	2.0	8.0	6.0	2.0	0.0	3.0	3.0	2.5487200000000003	106.66800000000003	0.3684210526315789	0
BUPRENORPHINE	34.0	75.0	467.3035587919999	426.3220000000002	467.65000000000015	0.0	186.0	2.0	7.0	0.0	1.0	1.0	1.0	5.0	5.0	2.0	5.0	8.0	4.0	5.0	2.0	5.0	5.0	2.0	4.0	7.0	7.0	4.413800000000005	130.1996000000001	0.7931034482758621	1
IDEBENONE	24.0	54.0	338.20932406	308.20400000000006	338.44400000000013	0.0	136.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	5.0	1.0	12.0	12.0	1.0	5.0	5.0	1.0	0.0	0.0	0.0	3.462300000000003	92.39680000000006	0.6842105263157895	1
MIANSERIN	20.0	40.0	264.16264864	244.212	264.372	0.0	102.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0839000000000016	83.27400000000007	0.3333333333333333	1
MIRTAZAPINE	20.0	39.0	265.157897608	246.208	265.36	0.0	102.0	2.0	2.0	0.0	1.0	2.0	1.0	1.0	3.0	0.0	3.0	4.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	1.0	1.0	2.4789000000000003	81.06900000000005	0.35294117647058826	1
EPLERENONE	30.0	60.0	414.20423868	384.25800000000015	414.49800000000033	0.0	162.0	2.0	6.0	0.0	0.0	0.0	2.0	5.0	6.0	0.0	6.0	6.0	1.0	2.0	0.0	6.0	6.0	0.0	0.0	8.0	8.0	3.1245000000000016	105.15300000000008	0.7916666666666666	0
MITOLACTOL	12.0	24.0	305.910233064	295.87	307.966	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	6.0	0.0	5.0	5.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	-0.7802000000000002	51.61520000000003	1.0	0
IODOQUINOL	13.0	18.0	396.8460597800001	391.9130000000001	396.95300000000003	0.0	66.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	4.0	2.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	3.1496000000000013	68.8418	0.0	0
CLONIXIN	18.0	29.0	262.050905272	251.608	262.69599999999997	0.0	92.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	2.0	5.0	2.0	3.0	3.0	2.0	4.0	3.0	2.0	0.0	0.0	0.0	3.4852200000000013	70.66800000000002	0.07692307692307693	0
GLYCOPYRROLATE	23.0	51.0	318.20637017609	290.21299999999997	318.4369999999999	0.0	126.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	3.0	1.0	4.0	3.0	4.0	5.0	1.0	4.0	3.0	1.0	0.0	2.0	2.0	2.4563	88.63620000000006	0.631578947368421	0
METACLAZEPAM	23.0	41.0	392.02910297599993	375.568	393.712	0.0	120.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	5.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	0.0	1.0	1.0	4.4047000000000045	100.16700000000004	0.2777777777777778	1
OXYTETRACYCLINE	33.0	57.0	460.148180348	436.2470000000001	460.43900000000014	0.0	176.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	10.0	7.0	11.0	4.0	2.0	2.0	8.0	11.0	10.0	7.0	0.0	6.0	6.0	-1.243599999999998	110.9307	0.4090909090909091	0
TRIMETHADIONE	10.0	19.0	143.058243148	134.07	143.14199999999997	0.0	56.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0	4.0	1.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.3736	33.32999999999999	0.6666666666666666	1
ACETOHEXAMIDE	22.0	42.0	324.11437812	304.24200000000013	324.4020000000002	0.0	120.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	2.0	7.0	2.0	4.0	6.0	2.0	6.0	4.0	2.0	0.0	0.0	0.0	2.2098000000000004	82.17270000000005	0.4666666666666667	0
TRICHLORMETHIAZIDE	20.0	28.0	378.90218077599997	372.598	380.662	0.0	112.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	3.0	12.0	2.0	2.0	2.0	4.0	7.0	5.0	3.0	0.0	1.0	1.0	0.8210000000000011	76.05140000000002	0.25	0
TIANEPTINE	29.0	54.0	436.12235596	411.76100000000014	436.9610000000001	0.0	156.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	4.0	2.0	8.0	3.0	8.0	8.0	2.0	6.0	4.0	2.0	0.0	1.0	1.0	4.192600000000001	114.04930000000007	0.3809523809523809	1
CINOXACIN	19.0	29.0	262.05897142000003	252.141	262.22099999999995	0.0	98.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	6.0	1.0	7.0	3.0	2.0	2.0	1.0	7.0	6.0	1.0	0.0	0.0	0.0	0.8432999999999997	64.75930000000001	0.25	0
CALCITRIOL	30.0	74.0	416.329045268	372.29400000000015	416.6460000000003	0.0	170.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	3.0	6.0	6.0	3.0	3.0	3.0	3.0	0.0	6.0	6.0	5.704700000000009	124.03840000000008	0.7777777777777778	0
HYDROCHLOROTHIAZIDE	17.0	25.0	296.96447541599997	289.681	297.745	0.0	94.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	3.0	10.0	2.0	1.0	1.0	4.0	7.0	5.0	3.0	0.0	0.0	0.0	-0.35129999999999945	61.63640000000001	0.14285714285714285	0
BETAHISTINE	10.0	22.0	136.100048384	124.10199999999998	136.19799999999995	0.0	54.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	1.0	3.0	3.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.8434999999999999	41.86770000000002	0.375	1
ADEFOVIR	18.0	30.0	273.06269049400004	261.093	273.1889999999999	0.0	98.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	3.0	10.0	2.0	5.0	5.0	4.0	9.0	7.0	3.0	0.0	0.0	0.0	-0.4397000000000001	62.598500000000016	0.375	0
CLOTIAZEPAM	21.0	36.0	318.05936178	303.709	318.829	0.0	108.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	5.0	3.0	2.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.777700000000003	89.06500000000004	0.25	1
ZALEPLON	23.0	38.0	305.1276601	290.221	305.34100000000007	0.0	114.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	5.0	0.0	6.0	3.0	3.0	4.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	2.6407800000000003	86.83900000000004	0.17647058823529413	1
SELEGILINE	14.0	31.0	187.13609954400002	170.14999999999995	187.286	0.0	74.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	4.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.1826	61.07100000000004	0.38461538461538464	1
FLUPENTHIXOL	30.0	55.0	434.16396908	409.32700000000006	434.527	0.0	160.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	4.0	1.0	7.0	4.0	5.0	6.0	1.0	3.0	4.0	1.0	0.0	0.0	0.0	4.6017000000000055	113.67080000000004	0.39130434782608703	1
DYDROGESTERONE	23.0	51.0	312.208930136	284.2290000000001	312.4530000000001	0.0	124.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	4.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	6.0	6.0	4.499500000000004	90.78700000000003	0.7142857142857143	0
PROCAINAMIDE_HYDROCHLORIDE	17.0	38.0	235.16846229200002	214.16299999999995	235.331	0.0	94.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	2.0	4.0	1.0	6.0	7.0	3.0	4.0	3.0	2.0	0.0	0.0	0.0	1.3403999999999996	70.97560000000004	0.4615384615384616	0
JOSAMYCIN	58.0	127.0	827.466720508	758.4540000000003	828.0060000000003	0.0	332.0	3.0	3.0	0.0	0.0	0.0	2.0	2.0	16.0	3.0	16.0	3.0	12.0	14.0	3.0	16.0	16.0	3.0	0.0	16.0	16.0	3.0134000000000065	209.8513999999992	0.8095238095238095	0
DIPHENYLPYRALINE	21.0	44.0	281.17796435599996	258.2149999999999	281.399	0.0	110.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	2.0	3.0	4.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.886800000000004	86.33100000000006	0.3684210526315789	1
AMINEPTINE	25.0	52.0	337.20417910399993	310.247	337.46300000000014	0.0	132.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	3.0	3.0	8.0	8.0	2.0	3.0	2.0	2.0	0.0	0.0	0.0	4.4993000000000025	100.85850000000008	0.4090909090909091	1
GLIMEPIRIDE	34.0	68.0	490.22499118799993	456.35400000000016	490.6260000000003	0.0	186.0	1.0	2.0	5.0	1.0	1.0	0.0	1.0	5.0	3.0	10.0	3.0	7.0	11.0	3.0	9.0	5.0	3.0	0.0	0.0	0.0	3.0740000000000016	128.52190000000004	0.5416666666666666	0
TEGAFUR	14.0	23.0	200.059720368	191.097	200.169	0.0	76.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0	1.0	6.0	2.0	1.0	1.0	1.0	5.0	4.0	1.0	0.0	1.0	1.0	-0.015300000000000038	45.50370000000001	0.5	0
CHLORPROPAMIDE	17.0	30.0	276.03354095599997	263.64099999999996	276.745	0.0	94.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	3.0	2.0	7.0	1.0	4.0	6.0	2.0	5.0	3.0	2.0	0.0	0.0	0.0	1.7379	65.46320000000003	0.3	0
PENTOBARBITAL	16.0	34.0	226.131742436	208.132	226.27599999999998	0.0	90.0	1.0	1.0	4.0	0.0	0.0	1.0	1.0	3.0	2.0	5.0	1.0	4.0	4.0	2.0	5.0	3.0	2.0	0.0	1.0	1.0	1.1849999999999998	58.47740000000002	0.7272727272727273	1
BALSALAZIDE	26.0	41.0	357.09608519999995	342.2020000000001	357.3220000000002	0.0	134.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	6.0	4.0	9.0	2.0	7.0	8.0	4.0	9.0	6.0	4.0	0.0	0.0	0.0	2.7103	90.27010000000006	0.1176470588235294	0
RIFAXIMIN	57.0	108.0	785.3523594519999	734.4829999999997	785.8909999999997	0.0	304.0	2.0	2.0	1.0	2.0	4.0	0.0	0.0	13.0	5.0	14.0	6.0	2.0	3.0	5.0	14.0	13.0	5.0	4.0	9.0	9.0	6.157840000000008	213.14339999999947	0.4418604651162791	0
TRIMETHOPRIM	21.0	39.0	290.13789043599996	272.17900000000003	290.3230000000001	0.0	112.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	7.0	2.0	7.0	2.0	5.0	5.0	4.0	7.0	7.0	2.0	0.0	0.0	0.0	1.2575999999999998	79.76080000000003	0.2857142857142857	0
OXPRENOLOL	19.0	42.0	265.16779359599997	242.16899999999995	265.35299999999995	0.0	106.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	2.0	4.0	1.0	9.0	9.0	2.0	4.0	4.0	2.0	0.0	1.0	1.0	1.9891	76.77450000000003	0.4666666666666667	1
TEMOZOLOMIDE	14.0	20.0	194.05522343200002	188.106	194.15400000000002	0.0	72.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	7.0	1.0	8.0	2.0	1.0	1.0	2.0	8.0	7.0	1.0	0.0	0.0	0.0	-2.078099999999999	44.5409	0.16666666666666666	0
PEMOLINE	13.0	21.0	176.058577496	168.111	176.17499999999995	0.0	66.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	4.0	2.0	1.0	1.0	2.0	4.0	3.0	1.0	0.0	1.0	1.0	0.5992000000000001	46.89740000000002	0.1111111111111111	1
CAFFEINE	14.0	24.0	194.08037556	184.114	194.194	0.0	74.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	6.0	2.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	-1.0293	51.19600000000001	0.375	1
DOXYLAMINE	20.0	42.0	270.173213324	248.2	270.376	0.0	106.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	3.0	2.0	6.0	6.0	0.0	3.0	3.0	0.0	0.0	1.0	1.0	2.923300000000001	81.63900000000005	0.35294117647058826	1
NICERGOLINE	31.0	57.0	483.11575379199996	458.18600000000015	484.3940000000002	0.0	162.0	1.0	2.0	0.0	1.0	3.0	1.0	1.0	6.0	0.0	7.0	5.0	4.0	5.0	0.0	6.0	6.0	0.0	0.0	3.0	3.0	3.9109000000000034	122.05450000000003	0.4166666666666667	1
PHYTONADIONE	33.0	79.0	450.349780712	404.33900000000017	450.70700000000016	0.0	182.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	14.0	14.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	9.157600000000002	140.8959999999999	0.6129032258064516	0
APOMORPHINE	20.0	37.0	267.125928784	250.19199999999992	267.328	0.0	102.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	3.0	2.0	3.0	4.0	0.0	0.0	2.0	3.0	3.0	2.0	0.0	1.0	1.0	2.8499000000000017	77.98660000000002	0.29411764705882354	1
CHLORPROTHIXINE	21.0	39.0	315.084848256	297.7249999999999	315.869	0.0	108.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	3.0	3.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	5.188000000000004	92.26700000000004	0.2222222222222222	1
ETHOSUXIMIDE	10.0	21.0	141.078978592	130.082	141.17	0.0	56.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	0.4492	36.1647	0.7142857142857143	1
PIRENZEPINE	26.0	47.0	351.16952491200004	330.24200000000013	351.41000000000014	0.0	134.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	5.0	1.0	7.0	4.0	2.0	3.0	1.0	7.0	5.0	1.0	0.0	0.0	0.0	1.5593999999999992	99.71520000000004	0.3157894736842105	0
CHLORAL_HYDRATE	7.0	10.0	163.919862376	162.379	165.40300000000005	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	5.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.6673000000000002	28.5156	1.0	1
TROVAFLOXACIN	30.0	45.0	416.109625	401.23900000000015	416.35900000000015	0.0	154.0	1.0	2.0	0.0	1.0	3.0	1.0	2.0	6.0	2.0	10.0	5.0	3.0	3.0	3.0	7.0	6.0	2.0	0.0	2.0	2.0	1.8945	101.34170000000003	0.25	0
